ffmpeg: /exec-daemon/tmux-root/lib/libncursesw.so.6: no version information available (required by /lib/x86_64-linux-gnu/libcaca.so.0)
ffmpeg: /exec-daemon/tmux-root/lib/libncursesw.so.6: no version information available (required by /lib/x86_64-linux-gnu/libcaca.so.0)
ffmpeg version 6.1.1-3ubuntu5 Copyright (c) 2000-2023 the FFmpeg developers
  built with gcc 13 (Ubuntu 13.2.0-23ubuntu3)
  configuration: --prefix=/usr --extra-version=3ubuntu5 --toolchain=hardened --libdir=/usr/lib/x86_64-linux-gnu --incdir=/usr/include/x86_64-linux-gnu --arch=amd64 --enable-gpl --disable-stripping --disable-omx --enable-gnutls --enable-libaom --enable-libass --enable-libbs2b --enable-libcaca --enable-libcdio --enable-libcodec2 --enable-libdav1d --enable-libflite --enable-libfontconfig --enable-libfreetype --enable-libfribidi --enable-libglslang --enable-libgme --enable-libgsm --enable-libharfbuzz --enable-libmp3lame --enable-libmysofa --enable-libopenjpeg --enable-libopenmpt --enable-libopus --enable-librubberband --enable-libshine --enable-libsnappy --enable-libsoxr --enable-libspeex --enable-libtheora --enable-libtwolame --enable-libvidstab --enable-libvorbis --enable-libvpx --enable-libwebp --enable-libx265 --enable-libxml2 --enable-libxvid --enable-libzimg --enable-openal --enable-opencl --enable-opengl --disable-sndio --enable-libvpl --disable-libmfx --enable-libdc1394 --enable-libdrm --enable-libiec61883 --enable-chromaprint --enable-frei0r --enable-ladspa --enable-libbluray --enable-libjack --enable-libpulse --enable-librabbitmq --enable-librist --enable-libsrt --enable-libssh --enable-libsvtav1 --enable-libx264 --enable-libzmq --enable-libzvbi --enable-lv2 --enable-sdl2 --enable-libplacebo --enable-librav1e --enable-pocketsphinx --enable-librsvg --enable-libjxl --enable-shared
  libavutil      58. 29.100 / 58. 29.100
  libavcodec     60. 31.102 / 60. 31.102
  libavformat    60. 16.100 / 60. 16.100
  libavdevice    60.  3.100 / 60.  3.100
  libavfilter     9. 12.100 /  9. 12.100
  libswscale      7.  5.100 /  7.  5.100
  libswresample   4. 12.100 /  4. 12.100
  libpostproc    57.  3.100 / 57.  3.100
[x11grab @ 0x55cdae903580] Stream #0: not enough frames to estimate rate; consider increasing probesize
Input #0, x11grab, from ':1':
  Duration: N/A, start: 1781134515.698443, bitrate: 884736 kb/s
  Stream #0:0: Video: rawvideo (BGR[0] / 0x524742), bgr0, 1280x720, 884736 kb/s, 30 fps, 1000k tbr, 1000k tbn
Stream mapping:
  Stream #0:0 -> #0:0 (rawvideo (native) -> h264 (libx264))
Press [q] to stop, [?] for help
[libx264 @ 0x55cdae90c400] using cpu capabilities: MMX2 SSE2Fast SSSE3 SSE4.2 AVX FMA3 BMI2 AVX2 AVX512
[libx264 @ 0x55cdae90c400] profile High, level 3.1, 4:2:0, 8-bit
[libx264 @ 0x55cdae90c400] 264 - core 164 r3108 31e19f9 - H.264/MPEG-4 AVC codec - Copyleft 2003-2023 - http://www.videolan.org/x264.html - options: cabac=1 ref=3 deblock=1:0:0 analyse=0x3:0x113 me=hex subme=7 psy=1 psy_rd=1.00:0.00 mixed_ref=1 me_range=16 chroma_me=1 trellis=1 8x8dct=1 cqm=0 deadzone=21,11 fast_pskip=1 chroma_qp_offset=-2 threads=6 lookahead_threads=1 sliced_threads=0 nr=0 decimate=1 interlaced=0 bluray_compat=0 constrained_intra=0 bframes=3 b_pyramid=2 b_adapt=1 b_bias=0 direct=1 weightb=1 open_gop=0 weightp=2 keyint=250 keyint_min=15 scenecut=40 intra_refresh=0 rc_lookahead=40 rc=crf mbtree=1 crf=32.0 qcomp=0.60 qpmin=0 qpmax=69 qpstep=4 ip_ratio=1.40 aq=1:1.00
Output #0, mp4, to '../../evidence/participant.mp4':
  Metadata:
    encoder         : Lavf60.16.100
  Stream #0:0: Video: h264 (avc1 / 0x31637661), yuv420p(tv, progressive), 1280x720, q=2-31, 15 fps, 15360 tbn
    Metadata:
      encoder         : Lavc60.31.102 libx264
    Side data:
      cpb: bitrate max/min/avg: 0/0/0 buffer size: 0 vbv_delay: N/A
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    0 fps=0.0 q=0.0 size=       0kB time=N/A bitrate=N/A speed=N/A    
frame=    5 fps=1.4 q=36.0 size=       0kB time=00:00:00.13 bitrate=   2.9kbits/s speed=0.0367x    
frame=   13 fps=3.1 q=36.0 size=       0kB time=00:00:00.66 bitrate=   0.6kbits/s speed=0.16x    
frame=   21 fps=4.5 q=36.0 size=       0kB time=00:00:01.26 bitrate=   0.3kbits/s speed=0.269x    
frame=   28 fps=5.4 q=36.0 size=       0kB time=00:00:01.73 bitrate=   0.2kbits/s speed=0.333x    
frame=   36 fps=6.3 q=36.0 size=       0kB time=00:00:02.20 bitrate=   0.2kbits/s speed=0.386x    
frame=   44 fps=7.1 q=36.0 size=       0kB time=00:00:02.73 bitrate=   0.1kbits/s speed=0.438x    
frame=   52 fps=7.7 q=36.0 size=       0kB time=00:00:03.26 bitrate=   0.1kbits/s speed=0.482x    
frame=   60 fps=8.2 q=36.0 size=       0kB time=00:00:03.80 bitrate=   0.1kbits/s speed=0.52x    
frame=   68 fps=8.7 q=36.0 size=       0kB time=00:00:04.33 bitrate=   0.1kbits/s speed=0.553x    
frame=   76 fps=9.1 q=36.0 size=       0kB time=00:00:04.86 bitrate=   0.1kbits/s speed=0.581x    
frame=   84 fps=9.4 q=36.0 size=       0kB time=00:00:05.46 bitrate=   0.1kbits/s speed=0.614x    
frame=   92 fps=9.7 q=36.0 size=       0kB time=00:00:05.93 bitrate=   0.1kbits/s speed=0.629x    
frame=  517 fps= 14 q=36.0 size=       0kB time=00:00:34.26 bitrate=   0.0kbits/s speed=0.907x    
frame=  525 fps= 14 q=36.0 size=       0kB time=00:00:34.80 bitrate=   0.0kbits/s speed=0.909x    
frame=  533 fps= 14 q=36.0 size=       0kB time=00:00:35.33 bitrate=   0.0kbits/s speed=0.91x    
frame=  540 fps= 14 q=36.0 size=       0kB time=00:00:35.86 bitrate=   0.0kbits/s speed=0.912x    
frame=  548 fps= 14 q=36.0 size=       0kB time=00:00:36.40 bitrate=   0.0kbits/s speed=0.913x    
frame=  556 fps= 14 q=36.0 size=       0kB time=00:00:36.86 bitrate=   0.0kbits/s speed=0.913x    
frame=  564 fps= 14 q=36.0 size=       0kB time=00:00:37.40 bitrate=   0.0kbits/s speed=0.914x    
frame=  572 fps= 14 q=36.0 size=       0kB time=00:00:37.93 bitrate=   0.0kbits/s speed=0.915x    
frame=  580 fps= 14 q=36.0 size=       0kB time=00:00:38.46 bitrate=   0.0kbits/s speed=0.917x    
frame=  587 fps= 14 q=36.0 size=       0kB time=00:00:39.00 bitrate=   0.0kbits/s speed=0.918x    
frame=  595 fps= 14 q=36.0 size=       0kB time=00:00:39.46 bitrate=   0.0kbits/s speed=0.918x    
frame=  603 fps= 14 q=36.0 size=       0kB time=00:00:40.00 bitrate=   0.0kbits/s speed=0.919x    
frame=  611 fps= 14 q=36.0 size=       0kB time=00:00:40.53 bitrate=   0.0kbits/s speed=0.921x    
frame=  618 fps= 14 q=36.0 size=       0kB time=00:00:41.06 bitrate=   0.0kbits/s speed=0.922x    
frame=  626 fps= 14 q=36.0 size=       0kB time=00:00:41.53 bitrate=   0.0kbits/s speed=0.922x    
frame=  634 fps= 14 q=36.0 size=       0kB time=00:00:42.06 bitrate=   0.0kbits/s speed=0.923x    
frame=  642 fps= 14 q=36.0 size=       0kB time=00:00:42.60 bitrate=   0.0kbits/s speed=0.924x    
frame=  650 fps= 14 q=36.0 size=       0kB time=00:00:43.13 bitrate=   0.0kbits/s speed=0.925x    
frame=  658 fps= 14 q=36.0 size=       0kB time=00:00:43.66 bitrate=   0.0kbits/s speed=0.926x    
frame=  665 fps= 14 q=36.0 size=       0kB time=00:00:44.20 bitrate=   0.0kbits/s speed=0.927x    
frame=  673 fps= 14 q=36.0 size=       0kB time=00:00:44.66 bitrate=   0.0kbits/s speed=0.927x    
frame=  681 fps= 14 q=36.0 size=       0kB time=00:00:45.20 bitrate=   0.0kbits/s speed=0.928x    
frame=  688 fps= 14 q=36.0 size=       0kB time=00:00:45.73 bitrate=   0.0kbits/s speed=0.93x    
frame=  696 fps= 14 q=36.0 size=       0kB time=00:00:46.26 bitrate=   0.0kbits/s speed=0.93x    
frame=  704 fps= 14 q=36.0 size=       0kB time=00:00:46.73 bitrate=   0.0kbits/s speed=0.93x    
frame=  712 fps= 14 q=36.0 size=       0kB time=00:00:47.26 bitrate=   0.0kbits/s speed=0.931x    
frame=  720 fps= 14 q=36.0 size=       0kB time=00:00:47.80 bitrate=   0.0kbits/s speed=0.932x    
frame=  728 fps= 14 q=36.0 size=       0kB time=00:00:48.33 bitrate=   0.0kbits/s speed=0.932x    
frame=  736 fps= 14 q=36.0 size=       0kB time=00:00:48.86 bitrate=   0.0kbits/s speed=0.933x    
frame=  744 fps= 14 q=36.0 size=       0kB time=00:00:49.40 bitrate=   0.0kbits/s speed=0.934x    
frame=  752 fps= 14 q=36.0 size=       0kB time=00:00:49.93 bitrate=   0.0kbits/s speed=0.934x    
frame=  759 fps= 14 q=36.0 size=       0kB time=00:00:50.46 bitrate=   0.0kbits/s speed=0.936x    
frame=  767 fps= 14 q=36.0 size=       0kB time=00:00:51.00 bitrate=   0.0kbits/s speed=0.936x    
frame=  775 fps= 14 q=36.0 size=       0kB time=00:00:51.46 bitrate=   0.0kbits/s speed=0.936x    
frame=  783 fps= 14 q=36.0 size=       0kB time=00:00:52.00 bitrate=   0.0kbits/s speed=0.937x    
frame=  790 fps= 14 q=36.0 size=       0kB time=00:00:52.53 bitrate=   0.0kbits/s speed=0.938x    
frame=  798 fps= 14 q=36.0 size=       0kB time=00:00:53.00 bitrate=   0.0kbits/s speed=0.938x    
frame=  806 fps= 14 q=36.0 size=       0kB time=00:00:53.53 bitrate=   0.0kbits/s speed=0.939x    
frame=  813 fps= 14 q=36.0 size=       0kB time=00:00:54.06 bitrate=   0.0kbits/s speed=0.94x    
frame=  821 fps= 14 q=36.0 size=       0kB time=00:00:54.60 bitrate=   0.0kbits/s speed=0.94x    
frame=  829 fps= 14 q=36.0 size=       0kB time=00:00:55.13 bitrate=   0.0kbits/s speed=0.941x    
frame=  837 fps= 14 q=36.0 size=       0kB time=00:00:55.60 bitrate=   0.0kbits/s speed=0.941x    
frame=  845 fps= 14 q=36.0 size=       0kB time=00:00:56.13 bitrate=   0.0kbits/s speed=0.941x    
frame=  853 fps= 14 q=36.0 size=       0kB time=00:00:56.66 bitrate=   0.0kbits/s speed=0.942x    
frame=  860 fps= 14 q=36.0 size=       0kB time=00:00:57.20 bitrate=   0.0kbits/s speed=0.943x    
frame=  868 fps= 14 q=36.0 size=       0kB time=00:00:57.73 bitrate=   0.0kbits/s speed=0.943x    
frame=  876 fps= 14 q=36.0 size=       0kB time=00:00:58.20 bitrate=   0.0kbits/s speed=0.943x    
frame=  884 fps= 14 q=36.0 size=       0kB time=00:00:58.73 bitrate=   0.0kbits/s speed=0.944x    
frame=  891 fps= 14 q=36.0 size=       0kB time=00:00:59.26 bitrate=   0.0kbits/s speed=0.945x    
frame=  899 fps= 14 q=36.0 size=       0kB time=00:00:59.73 bitrate=   0.0kbits/s speed=0.945x    
frame=  907 fps= 14 q=36.0 size=       0kB time=00:01:00.33 bitrate=   0.0kbits/s speed=0.946x    
frame=  915 fps= 14 q=36.0 size=       0kB time=00:01:00.80 bitrate=   0.0kbits/s speed=0.946x    
frame=  922 fps= 14 q=36.0 size=       0kB time=00:01:01.33 bitrate=   0.0kbits/s speed=0.946x    
frame=  930 fps= 14 q=36.0 size=       0kB time=00:01:01.80 bitrate=   0.0kbits/s speed=0.946x    
frame=  938 fps= 14 q=36.0 size=       0kB time=00:01:02.33 bitrate=   0.0kbits/s speed=0.947x    
frame=  946 fps= 14 q=36.0 size=       0kB time=00:01:02.86 bitrate=   0.0kbits/s speed=0.948x    
frame=  953 fps= 14 q=36.0 size=       0kB time=00:01:03.40 bitrate=   0.0kbits/s speed=0.949x    
frame=  961 fps= 14 q=36.0 size=       0kB time=00:01:03.86 bitrate=   0.0kbits/s speed=0.948x    
frame=  969 fps= 14 q=36.0 size=       0kB time=00:01:04.40 bitrate=   0.0kbits/s speed=0.948x    
frame=  977 fps= 14 q=36.0 size=       0kB time=00:01:04.93 bitrate=   0.0kbits/s speed=0.949x    
frame=  985 fps= 14 q=36.0 size=       0kB time=00:01:05.46 bitrate=   0.0kbits/s speed=0.949x    
frame=  993 fps= 14 q=36.0 size=     256kB time=00:01:06.00 bitrate=  31.8kbits/s speed=0.95x    
frame= 1001 fps= 14 q=36.0 size=     256kB time=00:01:06.53 bitrate=  31.5kbits/s speed=0.95x    
frame= 1009 fps= 14 q=36.0 size=     256kB time=00:01:07.06 bitrate=  31.3kbits/s speed=0.951x    
frame= 1016 fps= 14 q=36.0 size=     256kB time=00:01:07.60 bitrate=  31.0kbits/s speed=0.951x    
frame= 1024 fps= 14 q=36.0 size=     256kB time=00:01:08.13 bitrate=  30.8kbits/s speed=0.952x    
frame= 1032 fps= 14 q=36.0 size=     256kB time=00:01:08.60 bitrate=  30.6kbits/s speed=0.951x    
frame= 1040 fps= 14 q=36.0 size=     256kB time=00:01:09.13 bitrate=  30.3kbits/s speed=0.952x    
frame= 1048 fps= 14 q=36.0 size=     256kB time=00:01:09.66 bitrate=  30.1kbits/s speed=0.952x    
frame= 1056 fps= 14 q=36.0 size=     256kB time=00:01:10.20 bitrate=  29.9kbits/s speed=0.953x    
frame= 1064 fps= 14 q=36.0 size=     256kB time=00:01:10.73 bitrate=  29.7kbits/s speed=0.953x    
frame= 1071 fps= 14 q=36.0 size=     256kB time=00:01:11.26 bitrate=  29.4kbits/s speed=0.954x    
frame= 1079 fps= 14 q=36.0 size=     256kB time=00:01:11.73 bitrate=  29.2kbits/s speed=0.953x    
frame= 1087 fps= 14 q=33.0 size=     256kB time=00:01:12.26 bitrate=  29.0kbits/s speed=0.954x    
frame= 1095 fps= 14 q=36.0 size=     256kB time=00:01:12.80 bitrate=  28.8kbits/s speed=0.954x    
frame= 1103 fps= 14 q=36.0 size=     256kB time=00:01:13.40 bitrate=  28.6kbits/s speed=0.955x    
frame= 1110 fps= 14 q=36.0 size=     256kB time=00:01:13.86 bitrate=  28.4kbits/s speed=0.955x    
frame= 1118 fps= 14 q=36.0 size=     256kB time=00:01:14.33 bitrate=  28.2kbits/s speed=0.955x    
frame= 1126 fps= 14 q=36.0 size=     256kB time=00:01:14.86 bitrate=  28.0kbits/s speed=0.955x    
frame= 1134 fps= 14 q=36.0 size=     256kB time=00:01:15.40 bitrate=  27.8kbits/s speed=0.956x    
frame= 1142 fps= 14 q=36.0 size=     256kB time=00:01:15.93 bitrate=  27.6kbits/s speed=0.956x    
frame= 1150 fps= 14 q=36.0 size=     256kB time=00:01:16.46 bitrate=  27.4kbits/s speed=0.956x    
frame= 1158 fps= 14 q=36.0 size=     256kB time=00:01:17.00 bitrate=  27.2kbits/s speed=0.957x    
frame= 1166 fps= 14 q=36.0 size=     256kB time=00:01:17.53 bitrate=  27.1kbits/s speed=0.957x    
frame= 1174 fps= 14 q=36.0 size=     256kB time=00:01:18.06 bitrate=  26.9kbits/s speed=0.957x    
