participant_id,trial_id,stimulus_id,audio_path,condition,excerpt_type,intended_affect,sample_index,elapsed_time_ms,elapsed_time_sec,dimension,rating_value,sample_source,browser_local_time
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,54,6750,6.75,valence,0.522,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,55,6750,6.75,arousal,0.488,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,56,7000,7.0,valence,0.527,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,57,7000,7.0,arousal,0.497,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,58,7250,7.25,valence,0.531,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,59,7250,7.25,arousal,0.507,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,60,7500,7.5,valence,0.535,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,61,7500,7.5,arousal,0.516,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,62,7750,7.75,valence,0.539,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,63,7750,7.75,arousal,0.526,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,64,8000,8.0,valence,0.543,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,65,8000,8.0,arousal,0.535,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,66,8250,8.25,valence,0.547,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,67,8250,8.25,arousal,0.544,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,68,8500,8.5,valence,0.552,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,69,8500,8.5,arousal,0.554,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,70,8750,8.75,valence,0.556,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,71,8750,8.75,arousal,0.563,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,72,9000,9.0,valence,0.56,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,73,9000,9.0,arousal,0.573,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,74,9250,9.25,valence,0.564,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,75,9250,9.25,arousal,0.582,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,76,9500,9.5,valence,0.568,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,77,9500,9.5,arousal,0.591,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,78,9750,9.75,valence,0.573,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,79,9750,9.75,arousal,0.601,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,80,10000,10.0,valence,0.577,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,81,10000,10.0,arousal,0.61,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,82,10250,10.25,valence,0.581,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,83,10250,10.25,arousal,0.619,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,84,10500,10.5,valence,0.585,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,85,10500,10.5,arousal,0.629,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,86,10750,10.75,valence,0.589,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,87,10750,10.75,arousal,0.638,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,88,11000,11.0,valence,0.593,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,89,11000,11.0,arousal,0.647,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,90,11250,11.25,valence,0.598,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,91,11250,11.25,arousal,0.657,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,92,11500,11.5,valence,0.602,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,93,11500,11.5,arousal,0.666,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,94,11750,11.75,valence,0.606,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,95,11750,11.75,arousal,0.676,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,96,12000,12.0,valence,0.61,simulated_psynet_bot_interval,
1,1,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,97,12000,12.0,arousal,0.685,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,0,0,0.0,valence,-0.59,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,1,0,0.0,arousal,-0.465,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,2,250,0.25,valence,-0.586,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,3,250,0.25,arousal,-0.456,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,4,500,0.5,valence,-0.582,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,5,500,0.5,arousal,-0.446,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,6,750,0.75,valence,-0.578,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,7,750,0.75,arousal,-0.437,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,8,1000,1.0,valence,-0.573,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,9,1000,1.0,arousal,-0.427,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,10,1250,1.25,valence,-0.569,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,11,1250,1.25,arousal,-0.418,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,12,1500,1.5,valence,-0.565,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,13,1500,1.5,arousal,-0.409,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,14,1750,1.75,valence,-0.561,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,15,1750,1.75,arousal,-0.399,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,16,2000,2.0,valence,-0.557,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,17,2000,2.0,arousal,-0.39,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,18,2250,2.25,valence,-0.552,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,19,2250,2.25,arousal,-0.381,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,20,2500,2.5,valence,-0.548,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,21,2500,2.5,arousal,-0.371,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,22,2750,2.75,valence,-0.544,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,23,2750,2.75,arousal,-0.362,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,24,3000,3.0,valence,-0.54,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,25,3000,3.0,arousal,-0.352,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,26,3250,3.25,valence,-0.536,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,27,3250,3.25,arousal,-0.343,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,28,3500,3.5,valence,-0.532,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,29,3500,3.5,arousal,-0.334,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,30,3750,3.75,valence,-0.528,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,31,3750,3.75,arousal,-0.324,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,32,4000,4.0,valence,-0.523,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,33,4000,4.0,arousal,-0.315,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,34,4250,4.25,valence,-0.519,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,35,4250,4.25,arousal,-0.306,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,36,4500,4.5,valence,-0.515,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,37,4500,4.5,arousal,-0.296,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,38,4750,4.75,valence,-0.511,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,39,4750,4.75,arousal,-0.287,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,40,5000,5.0,valence,-0.507,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,41,5000,5.0,arousal,-0.277,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,42,5250,5.25,valence,-0.503,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,43,5250,5.25,arousal,-0.268,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,44,5500,5.5,valence,-0.498,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,45,5500,5.5,arousal,-0.259,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,46,5750,5.75,valence,-0.494,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,47,5750,5.75,arousal,-0.249,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,48,6000,6.0,valence,-0.49,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,49,6000,6.0,arousal,-0.24,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,50,6250,6.25,valence,-0.486,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,51,6250,6.25,arousal,-0.231,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,52,6500,6.5,valence,-0.482,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,53,6500,6.5,arousal,-0.221,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,54,6750,6.75,valence,-0.477,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,55,6750,6.75,arousal,-0.212,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,56,7000,7.0,valence,-0.473,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,57,7000,7.0,arousal,-0.202,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,58,7250,7.25,valence,-0.469,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,59,7250,7.25,arousal,-0.193,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,60,7500,7.5,valence,-0.465,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,61,7500,7.5,arousal,-0.184,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,62,7750,7.75,valence,-0.461,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,63,7750,7.75,arousal,-0.174,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,64,8000,8.0,valence,-0.457,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,65,8000,8.0,arousal,-0.165,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,66,8250,8.25,valence,-0.452,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,67,8250,8.25,arousal,-0.156,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,68,8500,8.5,valence,-0.448,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,69,8500,8.5,arousal,-0.146,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,70,8750,8.75,valence,-0.444,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,71,8750,8.75,arousal,-0.137,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,72,9000,9.0,valence,-0.44,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,73,9000,9.0,arousal,-0.128,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,74,9250,9.25,valence,-0.436,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,75,9250,9.25,arousal,-0.118,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,76,9500,9.5,valence,-0.432,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,77,9500,9.5,arousal,-0.109,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,78,9750,9.75,valence,-0.427,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,79,9750,9.75,arousal,-0.099,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,80,10000,10.0,valence,-0.423,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,81,10000,10.0,arousal,-0.09,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,82,10250,10.25,valence,-0.419,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,83,10250,10.25,arousal,-0.081,simulated_psynet_bot_interval,
