_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,category,t_past,unit,displayed_locale,vignette_id,prediction,prediction_is_finite,reaction_time,validation_failures,bot_profile
{},{},11,2026-06-15 20:42:46,False,,,PredictionTrial,12,12,,True,12,3,3,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 60, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 60, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 88.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,18,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,movie_run_times,PredictionTrial,Info,movie_run_times,60,minutes,he,movie_run_times,88.8,True,12,0,locale_he
{},{},12,2026-06-15 20:42:46,False,,,PredictionTrial,23,23,,True,23,3,3,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 18.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,19,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,waiting_times,PredictionTrial,Info,waiting_times,7,minutes,he,waiting_times,18.7,True,12,0,locale_he
{},{},13,2026-06-15 20:42:46,False,,,PredictionTrial,10,10,,True,10,3,3,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 32.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,20,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,marriages,PredictionTrial,Info,marriages,23,years,he,marriages,32.9,True,12,0,locale_he
{},{},14,2026-06-15 20:42:47,False,,,PredictionTrial,20,20,,True,20,3,3,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 67, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 67, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""prediction"": 110.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,21,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,poem_lengths,PredictionTrial,Info,poem_lengths,67,lines,he,poem_lengths,110.0,True,12,0,locale_he
{},{},15,2026-06-15 20:42:47,False,,,PredictionTrial,1,1,,True,1,3,3,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 67.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,22,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,life_spans,PredictionTrial,Info,life_spans,18,years,he,life_spans,67.3,True,12,0,locale_he
{},{},16,2026-06-15 20:42:47,False,,,PredictionTrial,24,24,,True,24,4,4,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 27.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,26,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,waiting_times,PredictionTrial,Info,waiting_times,11,minutes,he,waiting_times,27.0,True,12,0,locale_he
{},{},17,2026-06-15 20:42:47,False,,,PredictionTrial,14,14,,True,14,4,4,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 95, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 95, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 117.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,27,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,movie_run_times,PredictionTrial,Info,movie_run_times,95,minutes,he,movie_run_times,117.7,True,12,0,locale_he
{},{},18,2026-06-15 20:42:48,False,,,PredictionTrial,7,7,,True,7,4,4,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 3, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 3, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 16.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,28,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,marriages,PredictionTrial,Info,marriages,3,years,he,marriages,16.9,True,12,0,locale_he
{},{},19,2026-06-15 20:42:48,False,,,PredictionTrial,18,18,,True,18,4,4,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""prediction"": 21.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,29,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,poem_lengths,PredictionTrial,Info,poem_lengths,12,lines,he,poem_lengths,21.1,True,12,0,locale_he
{},{},20,2026-06-15 20:42:48,False,,,PredictionTrial,2,2,,True,2,4,4,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 39, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 39, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 72.2, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,30,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,life_spans,PredictionTrial,Info,life_spans,39,years,he,life_spans,72.2,True,12,0,locale_he
{},{},21,2026-06-15 20:42:49,False,,,PredictionTrial,9,9,,True,9,5,5,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 25.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,34,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,marriages,PredictionTrial,Info,marriages,11,years,he,marriages,25.8,True,12,0,locale_he
{},{},22,2026-06-15 20:42:49,False,,,PredictionTrial,4,4,,True,4,5,5,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 92.2, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,35,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,life_spans,PredictionTrial,Info,life_spans,83,years,he,life_spans,92.2,True,12,0,locale_he
{},{},23,2026-06-15 20:42:49,False,,,PredictionTrial,15,15,,True,15,5,5,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 128.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,36,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,movie_run_times,PredictionTrial,Info,movie_run_times,110,minutes,he,movie_run_times,128.0,True,12,0,locale_he
{},{},24,2026-06-15 20:42:49,False,,,PredictionTrial,17,17,,True,17,5,5,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""prediction"": 9.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,37,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,poem_lengths,PredictionTrial,Info,poem_lengths,5,lines,he,poem_lengths,9.6,True,12,0,locale_he
{},{},25,2026-06-15 20:42:49,False,,,PredictionTrial,21,21,,True,21,5,5,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 1, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 1, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 9.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,38,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,waiting_times,PredictionTrial,Info,waiting_times,1,minutes,he,waiting_times,9.0,True,12,0,locale_he
{},{},26,2026-06-15 20:42:50,False,,,PredictionTrial,23,23,,True,23,6,6,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 18.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,42,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,waiting_times,PredictionTrial,Info,waiting_times,7,minutes,he,waiting_times,18.6,True,12,0,locale_he
{},{},27,2026-06-15 20:42:50,False,,,PredictionTrial,16,16,,True,16,6,6,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""prediction"": 6.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,43,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,poem_lengths,PredictionTrial,Info,poem_lengths,2,lines,he,poem_lengths,6.8,True,12,0,locale_he
{},{},28,2026-06-15 20:42:50,False,,,PredictionTrial,2,2,,True,2,6,6,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 39, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 39, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 73.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,44,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,life_spans,PredictionTrial,Info,life_spans,39,years,he,life_spans,73.6,True,12,0,locale_he
{},{},29,2026-06-15 20:42:50,False,,,PredictionTrial,13,13,,True,13,6,6,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 80, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 80, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 103.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,45,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,movie_run_times,PredictionTrial,Info,movie_run_times,80,minutes,he,movie_run_times,103.5,True,12,0,locale_he
{},{},30,2026-06-15 20:42:51,False,,,PredictionTrial,10,10,,True,10,6,6,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 32.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,46,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,marriages,PredictionTrial,Info,marriages,23,years,he,marriages,32.9,True,12,0,locale_he
{},{},31,2026-06-15 20:42:51,False,,,PredictionTrial,17,17,,True,17,7,7,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""he"", ""prediction"": 9.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,50,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,poem_lengths,PredictionTrial,Info,poem_lengths,5,lines,he,poem_lengths,9.8,True,12,0,locale_he
{},{},32,2026-06-15 20:42:51,False,,,PredictionTrial,9,9,,True,9,7,7,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 24.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,51,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,marriages,PredictionTrial,Info,marriages,11,years,he,marriages,24.1,True,12,0,locale_he
{},{},33,2026-06-15 20:42:51,False,,,PredictionTrial,4,4,,True,4,7,7,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""he"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""he"", ""prediction"": 93.2, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,52,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,life_spans,PredictionTrial,Info,life_spans,83,years,he,life_spans,93.2,True,12,0,locale_he
{},{},34,2026-06-15 20:42:52,False,,,PredictionTrial,25,25,,True,25,7,7,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 23, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 23, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 46.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,53,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,waiting_times,PredictionTrial,Info,waiting_times,23,minutes,he,waiting_times,46.7,True,12,0,locale_he
{},{},35,2026-06-15 20:42:52,False,,,PredictionTrial,11,11,,True,11,7,7,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""he"", ""prediction"": 62.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_he""}",True,54,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,movie_run_times,PredictionTrial,Info,movie_run_times,30,minutes,he,movie_run_times,62.1,True,12,0,locale_he
