shape,seed_id,generation,response_x,response_y
square,square_003,3,268.632,256.587
square,square_003,4,275.698,264.408
square,square_003,5,267.109,252.864
square,square_003,6,285.444,295.301
square,square_003,7,274.594,291.26
square,square_003,8,286.463,278.284
square,square_003,9,291.777,265.934
square,square_003,10,311.417,260.558
square,square_004,0,65.693,229.52
square,square_004,1,49.548,253.763
square,square_004,2,57.187,267.817
square,square_004,3,91.481,263.709
square,square_004,4,103.688,271.18
square,square_004,5,103.067,288.535
square,square_004,6,112.225,328.454
square,square_004,7,89.659,325.382
square,square_004,8,107.993,333.004
square,square_004,9,93.845,321.683
square,square_004,10,77.177,330.109
square,square_005,0,260.352,140.466
square,square_005,1,266.555,142.038
square,square_005,2,263.617,136.77
square,square_005,3,268.675,128.789
square,square_005,4,268.59,129.484
square,square_005,5,280.923,137.122
square,square_005,6,268.033,114.038
square,square_005,7,286.754,107.438
square,square_005,8,282.017,124.117
square,square_005,9,284.322,93.931
square,square_005,10,295.741,86.34
square,square_006,0,130.396,73.766
square,square_006,1,131.231,99.688
square,square_006,2,124.2,110.815
square,square_006,3,96.67,121.654
square,square_006,4,107.633,118.363
square,square_006,5,131.764,106.683
square,square_006,6,121.446,110.336
square,square_006,7,139.028,114.498
square,square_006,8,130.149,98.851
square,square_006,9,129.731,78.699
square,square_006,10,133.313,74.659
square,square_007,0,85.9,255.76
square,square_007,1,93.056,271.128
square,square_007,2,101.507,271.89
square,square_007,3,93.281,294.927
square,square_007,4,91.33,304.823
square,square_007,5,85.981,296.691
square,square_007,6,77.674,271.817
square,square_007,7,74.401,275.534
square,square_007,8,67.243,284.097
square,square_007,9,55.861,286.243
square,square_007,10,67.061,267.943
square,square_008,0,169.293,103.809
square,square_008,1,167.449,98.607
square,square_008,2,134.879,108.439
square,square_008,3,141.732,106.872
square,square_008,4,154.493,116.36
square,square_008,5,143.056,111.3
square,square_008,6,128.324,114.486
square,square_008,7,124.578,110.986
square,square_008,8,148.697,111.369
square,square_008,9,131.121,109.641
square,square_008,10,122.642,89.48
square,square_009,0,61.637,185.893
square,square_009,1,75.89,172.518
square,square_009,2,97.39,150.857
square,square_009,3,91.206,117.831
square,square_009,4,104.834,120.568
square,square_009,5,97.238,90.104
square,square_009,6,106.916,86.242
square,square_009,7,105.379,95.513
square,square_009,8,106.994,96.868
square,square_009,9,73.554,95.424
square,square_009,10,91.519,100.121
square,square_010,0,52.091,99.998
square,square_010,1,70.117,113.288
square,square_010,2,90.3,116.701
square,square_010,3,116.157,128.525
square,square_010,4,119.21,136.199
square,square_010,5,118.436,123.304
square,square_010,6,126.813,116.633
square,square_010,7,138.892,117.301
square,square_010,8,132.542,90.429
square,square_010,9,132.636,82.299
square,square_010,10,135.235,88.765
square,square_011,0,225.372,235.7
square,square_011,1,253.496,277.89
square,square_011,2,290.787,295.047
square,square_011,3,298.907,310.496
square,square_011,4,320.28,274.241
square,square_011,5,312.197,275.966
square,square_011,6,297.891,288.727
square,square_011,7,303.421,286.908
square,square_011,8,279.468,277.18
square,square_011,9,261.764,266.742
square,square_011,10,301.936,273.293
square,square_012,0,152.243,127.935
square,square_012,1,141.268,117.599
square,square_012,2,102.873,133.419
square,square_012,3,104.42,118.701
square,square_012,4,80.344,113.703
square,square_012,5,47.64,105.476
square,square_012,6,68.972,88.127
square,square_012,7,83.124,106.916
square,square_012,8,96.447,110.52
square,square_012,9,61.301,118.028
square,square_012,10,64.176,95.003
square,square_013,0,294.309,274.802
square,square_013,1,276.233,294.919
square,square_013,2,274.998,295.5
square,square_013,3,300.84,299.727
square,square_013,4,272.642,276.15
square,square_013,5,301.27,284.788
square,square_013,6,299.394,282.238
square,square_013,7,298.197,279.809
square,square_013,8,310.845,303.272
square,square_013,9,312.901,308.209
square,square_013,10,311.69,320.297
square,square_014,0,254.811,228.175
square,square_014,1,266.238,244.575
square,square_014,2,320.604,277.947
square,square_014,3,342.451,310.084
square,square_014,4,316.487,298.578
square,square_014,5,318.491,299.434
square,square_014,6,334.052,319.185
square,square_014,7,330.292,315.874
square,square_014,8,323.976,329.513
square,square_014,9,312.776,328.041
square,square_014,10,286.337,305.376
square,square_015,0,346.199,191.183
square,square_015,1,355.142,157.15
square,square_015,2,350.951,134.528
square,square_015,3,351.913,128.048
square,square_015,4,358.477,134.633
square,square_015,5,336.982,128.521
square,square_015,6,339.88,129.398
square,square_015,7,326.113,124.97
square,square_015,8,326.376,120.018
square,square_015,9,322.019,127.3
square,square_015,10,317.13,102.581
square,square_016,0,128.045,87.94
square,square_016,1,116.505,103.826
square,square_016,2,107.114,113.142
square,square_016,3,129.132,119.983
square,square_016,4,120.817,107.84
square,square_016,5,110.528,69.347
square,square_016,6,115.645,80.708
square,square_016,7,122.256,75.954
square,square_016,8,134.673,91.612
square,square_016,9,135.454,83.593
square,square_016,10,131.995,86.489
square,square_017,0,117.929,238.965
square,square_017,1,123.521,261.271
square,square_017,2,105.207,285.059
square,square_017,3,91.29,284.653
square,square_017,4,72.267,282.661
square,square_017,5,75.908,295.639
square,square_017,6,79.774,299.338
square,square_017,7,111.756,284.667
square,square_017,8,115.89,298.494
square,square_017,9,118.183,309.039
square,square_017,10,119.872,316.951
square,square_018,0,209.535,91.159
square,square_018,1,220.9,73.97
square,square_018,2,256.504,45.806
square,square_018,3,264.611,77.31
square,square_018,4,278.985,78.334
square,square_018,5,288.333,99.516
square,square_018,6,291.22,94.87
square,square_018,7,297.021,119.374
square,square_018,8,294.693,85.959
square,square_018,9,301.671,95.794
square,square_018,10,306.211,120.125
square,square_019,0,163.255,196.676
square,square_019,1,164.079,156.054
square,square_019,2,133.422,143.282
square,square_019,3,123.574,133.117
square,square_019,4,114.276,131.345
square,square_019,5,118.971,109.444
square,square_019,6,104.755,124.268
square,square_019,7,102.606,139.303
square,square_019,8,79.534,138.733
square,square_019,9,103.628,136.591
square,square_019,10,81.677,108.086
square,square_020,0,126.534,239.799
square,square_020,1,116.066,258.751
square,square_020,2,125.677,244.672
square,square_020,3,109.429,262.067
square,square_020,4,109.722,293.35
square,square_020,5,100.753,285.128
square,square_020,6,97.731,301.998
square,square_020,7,100.178,300.831
square,square_020,8,90.043,306.728
square,square_020,9,91.971,313.969
square,square_020,10,98.426,323.99
square,square_021,0,100.007,213.136
square,square_021,1,93.782,238.08
square,square_021,2,74.607,234.8
square,square_021,3,73.607,258.849
square,square_021,4,66.833,280.728
square,square_021,5,77.492,282.434
square,square_021,6,84.098,295.5
square,square_021,7,82.274,311.68
square,square_021,8,99.529,282.047
square,square_021,9,105.622,275.629
square,square_021,10,103.531,281.39
square,square_022,0,333.01,156.177
square,square_022,1,314.494,146.41
square,square_022,2,326.044,139.383
