vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},16,2026-06-15 20:41:22,False,,,Response,2,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},17,2026-06-15 20:41:22,False,,,Response,3,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},18,2026-06-15 20:41:22,False,,,Response,3,prediction_movie_run_times,60.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},19,2026-06-15 20:41:23,False,,,Response,3,prediction_marriages,34.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},20,2026-06-15 20:41:23,False,,,Response,3,prediction_poem_lengths,25.4,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},21,2026-06-15 20:41:23,False,,,Response,3,prediction_life_spans,63.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},22,2026-06-15 20:41:23,False,,,Response,3,prediction_waiting_times,11.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},23,2026-06-15 20:41:23,False,,,Response,3,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},24,2026-06-15 20:41:23,False,,,Response,3,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},25,2026-06-15 20:41:23,False,,,Response,4,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},26,2026-06-15 20:41:24,False,,,Response,4,prediction_poem_lengths,13.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},27,2026-06-15 20:41:24,False,,,Response,4,prediction_life_spans,96,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},28,2026-06-15 20:41:24,False,,,Response,4,prediction_marriages,18.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},29,2026-06-15 20:41:24,False,,,Response,4,prediction_waiting_times,45.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},30,2026-06-15 20:41:24,False,,,Response,4,prediction_movie_run_times,136.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},31,2026-06-15 20:41:24,False,,,Response,4,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},32,2026-06-15 20:41:25,False,,,Response,4,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},33,2026-06-15 20:41:25,False,,,Response,5,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},34,2026-06-15 20:41:25,False,,,Response,5,prediction_marriages,25.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},35,2026-06-15 20:41:25,False,,,Response,5,prediction_waiting_times,8.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},36,2026-06-15 20:41:25,False,,,Response,5,prediction_movie_run_times,108.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},37,2026-06-15 20:41:25,False,,,Response,5,prediction_life_spans,73.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},38,2026-06-15 20:41:26,False,,,Response,5,prediction_poem_lengths,112.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},39,2026-06-15 20:41:26,False,,,Response,5,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},40,2026-06-15 20:41:26,False,,,Response,5,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},41,2026-06-15 20:41:26,False,,,Response,6,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},42,2026-06-15 20:41:26,False,,,Response,6,prediction_poem_lengths,115.4,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},43,2026-06-15 20:41:26,False,,,Response,6,prediction_marriages,19.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},44,2026-06-15 20:41:27,False,,,Response,6,prediction_movie_run_times,101.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},45,2026-06-15 20:41:27,False,,,Response,6,prediction_waiting_times,48.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},46,2026-06-15 20:41:27,False,,,Response,6,prediction_life_spans,80.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},47,2026-06-15 20:41:27,False,,,Response,6,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},48,2026-06-15 20:41:27,False,,,Response,6,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},49,2026-06-15 20:41:27,False,,,Response,7,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},50,2026-06-15 20:41:28,False,,,Response,7,prediction_poem_lengths,14.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},51,2026-06-15 20:41:28,False,,,Response,7,prediction_waiting_times,10.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},52,2026-06-15 20:41:28,False,,,Response,7,prediction_marriages,34.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},53,2026-06-15 20:41:28,False,,,Response,7,prediction_movie_run_times,86.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},54,2026-06-15 20:41:28,False,,,Response,7,prediction_life_spans,70.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},55,2026-06-15 20:41:28,False,,,Response,7,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},56,2026-06-15 20:41:28,False,,,Response,7,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},57,2026-06-15 20:41:29,False,,,Response,8,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},58,2026-06-15 20:41:29,False,,,Response,8,prediction_life_spans,86.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},59,2026-06-15 20:41:29,False,,,Response,8,prediction_marriages,25.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},60,2026-06-15 20:41:29,False,,,Response,8,prediction_movie_run_times,60.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},61,2026-06-15 20:41:29,False,,,Response,8,prediction_poem_lengths,58.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},62,2026-06-15 20:41:30,False,,,Response,8,prediction_waiting_times,12.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},63,2026-06-15 20:41:30,False,,,Response,8,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},64,2026-06-15 20:41:30,False,,,Response,8,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},65,2026-06-15 20:41:30,False,,,Response,9,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},66,2026-06-15 20:41:30,False,,,Response,9,prediction_movie_run_times,115.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},67,2026-06-15 20:41:30,False,,,Response,9,prediction_life_spans,96,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},68,2026-06-15 20:41:30,False,,,Response,9,prediction_poem_lengths,8.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},69,2026-06-15 20:41:31,False,,,Response,9,prediction_waiting_times,27.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},70,2026-06-15 20:41:31,False,,,Response,9,prediction_marriages,16.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},71,2026-06-15 20:41:31,False,,,Response,9,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},72,2026-06-15 20:41:31,False,,,Response,9,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},73,2026-06-15 20:41:31,False,,,Response,10,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},74,2026-06-15 20:41:31,False,,,Response,10,prediction_life_spans,60.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},75,2026-06-15 20:41:32,False,,,Response,10,prediction_waiting_times,18.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},76,2026-06-15 20:41:32,False,,,Response,10,prediction_poem_lengths,25.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},77,2026-06-15 20:41:32,False,,,Response,10,prediction_movie_run_times,129.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},78,2026-06-15 20:41:32,False,,,Response,10,prediction_marriages,21.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},79,2026-06-15 20:41:32,False,,,Response,10,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},80,2026-06-15 20:41:32,False,,,Response,10,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},81,2026-06-15 20:41:32,False,,,Response,11,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},82,2026-06-15 20:41:33,False,,,Response,11,prediction_life_spans,85.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},83,2026-06-15 20:41:33,False,,,Response,11,prediction_marriages,18.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},84,2026-06-15 20:41:33,False,,,Response,11,prediction_poem_lengths,115.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},85,2026-06-15 20:41:33,False,,,Response,11,prediction_waiting_times,8.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},86,2026-06-15 20:41:33,False,,,Response,11,prediction_movie_run_times,58.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},87,2026-06-15 20:41:34,False,,,Response,11,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},88,2026-06-15 20:41:34,False,,,Response,11,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},89,2026-06-15 20:41:34,False,,,Response,12,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},90,2026-06-15 20:41:34,False,,,Response,12,prediction_marriages,25.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},91,2026-06-15 20:41:34,False,,,Response,12,prediction_life_spans,96,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},92,2026-06-15 20:41:34,False,,,Response,12,prediction_poem_lengths,57.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},93,2026-06-15 20:41:34,False,,,Response,12,prediction_movie_run_times,84.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},94,2026-06-15 20:41:35,False,,,Response,12,prediction_waiting_times,18.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},95,2026-06-15 20:41:35,False,,,Response,12,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},96,2026-06-15 20:41:35,False,,,Response,12,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},97,2026-06-15 20:41:35,False,,,Response,13,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},98,2026-06-15 20:41:35,False,,,Response,13,prediction_life_spans,75.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},99,2026-06-15 20:41:35,False,,,Response,13,prediction_waiting_times,48.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},100,2026-06-15 20:41:36,False,,,Response,13,prediction_poem_lengths,23.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},101,2026-06-15 20:41:36,False,,,Response,13,prediction_marriages,34.2,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},102,2026-06-15 20:41:36,False,,,Response,13,prediction_movie_run_times,100.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},103,2026-06-15 20:41:36,False,,,Response,13,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},104,2026-06-15 20:41:36,False,,,Response,13,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},105,2026-06-15 20:41:36,False,,,Response,14,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},106,2026-06-15 20:41:36,False,,,Response,14,prediction_waiting_times,26.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},107,2026-06-15 20:41:37,False,,,Response,14,prediction_poem_lengths,8.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},108,2026-06-15 20:41:37,False,,,Response,14,prediction_life_spans,64.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},109,2026-06-15 20:41:37,False,,,Response,14,prediction_movie_run_times,129.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},110,2026-06-15 20:41:37,False,,,Response,14,prediction_marriages,20.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},111,2026-06-15 20:41:37,False,,,Response,14,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},112,2026-06-15 20:41:37,False,,,Response,14,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},113,2026-06-15 20:41:38,False,,,Response,15,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},114,2026-06-15 20:41:38,False,,,Response,15,prediction_poem_lengths,14.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},115,2026-06-15 20:41:38,False,,,Response,15,prediction_movie_run_times,106.4,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},116,2026-06-15 20:41:38,False,,,Response,15,prediction_waiting_times,12.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},117,2026-06-15 20:41:38,False,,,Response,15,prediction_life_spans,69.5,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},118,2026-06-15 20:41:38,False,,,Response,15,prediction_marriages,23.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},119,2026-06-15 20:41:39,False,,,Response,15,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},120,2026-06-15 20:41:39,False,,,Response,15,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},121,2026-06-15 20:41:39,False,,,Response,16,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},122,2026-06-15 20:41:39,False,,,Response,16,prediction_poem_lengths,25.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},123,2026-06-15 20:41:39,False,,,Response,16,prediction_marriages,23.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},124,2026-06-15 20:41:39,False,,,Response,16,prediction_life_spans,83,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
