vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},26,2026-06-14 14:31:19,False,,,Response,6,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},27,2026-06-14 14:31:19,False,,,Response,6,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},28,2026-06-14 14:31:19,False,,,Response,7,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},29,2026-06-14 14:31:20,False,,,Response,7,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},30,2026-06-14 14:31:20,False,,,Response,7,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},31,2026-06-14 14:31:20,False,,,Response,8,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},32,2026-06-14 14:31:20,False,,,Response,8,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},33,2026-06-14 14:31:20,False,,,Response,8,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},34,2026-06-14 14:31:20,False,,,Response,8,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},35,2026-06-14 14:31:21,False,,,Response,8,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},36,2026-06-14 14:31:21,False,,,Response,8,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},37,2026-06-14 14:31:21,False,,,Response,8,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},38,2026-06-14 14:31:21,False,,,Response,9,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},39,2026-06-14 14:31:21,False,,,Response,9,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},40,2026-06-14 14:31:21,False,,,Response,9,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},41,2026-06-14 14:31:22,False,,,Response,9,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},42,2026-06-14 14:31:22,False,,,Response,9,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},43,2026-06-14 14:31:22,False,,,Response,9,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},44,2026-06-14 14:31:22,False,,,Response,10,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},45,2026-06-14 14:31:22,False,,,Response,10,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},46,2026-06-14 14:31:22,False,,,Response,10,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},47,2026-06-14 14:31:23,False,,,Response,10,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},48,2026-06-14 14:31:23,False,,,Response,11,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},49,2026-06-14 14:31:23,False,,,Response,11,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},50,2026-06-14 14:31:23,False,,,Response,11,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},51,2026-06-14 14:31:23,False,,,Response,11,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},52,2026-06-14 14:31:23,False,,,Response,11,animal_trial_streaming_video,a_little,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},53,2026-06-14 14:31:24,False,,,Response,11,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},54,2026-06-14 14:31:24,False,,,Response,11,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},55,2026-06-14 14:31:24,False,,,Response,11,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},56,2026-06-14 14:31:24,False,,,Response,12,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 8}",Response,_Response
{},57,2026-06-14 14:31:24,False,,,Response,12,animal_trial_streaming_video,very_much,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},58,2026-06-14 14:31:24,False,,,Response,12,animal_trial_streaming_video,not_at_all,StreamingVideoModularPage,True,"{""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true, ""time_taken"": 6, ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""not_at_all"", ""a_little"", ""very_much""], ""labels"": [""Not at all"", ""A little"", ""Very much""], ""force_selection"": true}}",Response,_Response
{},59,2026-06-14 14:31:25,False,,,Response,12,UnsuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
