arguments,vars,id,creation_time,failed,failed_reason,time_of_death,label,function,pending,finished,time_enqueued,time_started,time_finished,time_taken,queue_delay,_unique_key,participant_id,trial_maker_id,network_id,node_id,trial_id,response_id,asset_id,type,redis_job_id,timeout,timeout_scheduled_for,cancelled,class,object_type
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 18}}}",{},18,2026-06-15 09:30:21,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:21,2026-06-15 09:30:21,2026-06-15 09:30:22,1.0451329839997925,0.028185,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 18}}}}",3.0,gibbs_demo,,,18.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:21,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 19}}}",{},19,2026-06-15 09:30:21,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:21,2026-06-15 09:30:21,2026-06-15 09:30:22,1.030222594999941,0.028034,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 19}}}}",3.0,gibbs_demo,,,19.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:21,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 20}}}",{},20,2026-06-15 09:30:21,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:21,2026-06-15 09:30:21,2026-06-15 09:30:22,1.0297291320021031,0.027756,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 20}}}}",3.0,gibbs_demo,,,20.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:21,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 21}}}",{},21,2026-06-15 09:30:21,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:21,2026-06-15 09:30:21,2026-06-15 09:30:22,1.031726195000374,0.021434,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 21}}}}",3.0,gibbs_demo,,,21.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:21,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 2}}}",{},22,2026-06-15 09:30:22,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:22,2026-06-15 09:30:22,2026-06-15 09:30:22,0.002969086002849508,0.026102,,,gibbs_demo,2.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:22,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 8}}}",{},23,2026-06-15 09:30:22,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:22,2026-06-15 09:30:22,2026-06-15 09:30:22,0.0024133360020641703,0.014024,,,gibbs_demo,8.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:22,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 6}}}",{},24,2026-06-15 09:30:22,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:22,2026-06-15 09:30:22,2026-06-15 09:30:22,0.0013202139998611528,0.01543,,,gibbs_demo,6.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:22,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 4}}}",{},25,2026-06-15 09:30:22,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:22,2026-06-15 09:30:22,2026-06-15 09:30:22,0.0022215110002434812,0.013934,,,gibbs_demo,4.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:22,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 22}}}",{},26,2026-06-15 09:30:22,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:22,2026-06-15 09:30:22,2026-06-15 09:30:23,1.0219263990002219,0.031839,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 22}}}}",4.0,gibbs_demo,,,22.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:22,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 23}}}",{},27,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.0384346539976832,0.027897,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 23}}}}",4.0,gibbs_demo,,,23.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 24}}}",{},28,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.0232540219985822,0.025747,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 24}}}}",4.0,gibbs_demo,,,24.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 25}}}",{},29,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.0214753270010988,0.026048,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 25}}}}",4.0,gibbs_demo,,,25.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 26}}}",{},30,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.0310343339988322,0.026262,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 26}}}}",4.0,gibbs_demo,,,26.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 27}}}",{},31,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.033270891999564,0.027207,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 27}}}}",4.0,gibbs_demo,,,27.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 28}}}",{},32,2026-06-15 09:30:23,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:23,2026-06-15 09:30:23,2026-06-15 09:30:24,1.0318734850006877,0.023002,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 28}}}}",4.0,gibbs_demo,,,28.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:23,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 5}}}",{},33,2026-06-15 09:30:24,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:24,2026-06-15 09:30:24,0.002018972001678776,0.016816,,,gibbs_demo,5.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 1}}}",{},34,2026-06-15 09:30:24,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:24,2026-06-15 09:30:24,0.0019758660018851515,0.013483,,,gibbs_demo,1.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 3}}}",{},35,2026-06-15 09:30:24,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:24,2026-06-15 09:30:24,0.002198532998590963,0.013032,,,gibbs_demo,3.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 29}}}",{},36,2026-06-15 09:30:24,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:24,2026-06-15 09:30:25,1.0227631710004061,0.030319,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 29}}}}",5.0,gibbs_demo,,,29.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 7}}}",{},37,2026-06-15 09:30:24,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:24,2026-06-15 09:30:24,0.002131347999238642,0.014348,,,gibbs_demo,7.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 30}}}",{},38,2026-06-15 09:30:24,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:24,2026-06-15 09:30:25,2026-06-15 09:30:26,1.0219271950008988,0.028189,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 30}}}}",5.0,gibbs_demo,,,30.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 31}}}",{},39,2026-06-15 09:30:25,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:25,2026-06-15 09:30:25,2026-06-15 09:30:26,1.023363390002487,0.031898,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 31}}}}",5.0,gibbs_demo,,,31.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:25,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 32}}}",{},40,2026-06-15 09:30:25,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:25,2026-06-15 09:30:25,2026-06-15 09:30:26,1.020250269000826,0.024165,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 32}}}}",5.0,gibbs_demo,,,32.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:25,False,WorkerAsyncProcess,AsyncProcess
