participant_id,trial_index,stimulus_id,family,inversion,timbre,valence,tension,energy,nostalgia_longing,melancholy_sadness,interest_expectancy,happiness_joy,tenderness,liking_preference
2,13,minor_seventh__third__strings,minor_seventh,third,strings,3.402,2.933,2.791,3.753,2.906,4.285,2.315,2.674,3.011
2,14,major_triad__root__strings,major_triad,root,strings,3.908,3.323,2.183,2.997,2.524,3.15,3.323,1.323,1.854
2,15,minor_triad__root__piano,minor_triad,root,piano,2.345,3.587,2.788,2.459,3.207,3.498,1.817,2.316,2.191
2,16,augmented_triad__root__strings,augmented_triad,root,strings,2.117,4.299,3.827,1.65,3.258,3.704,1.0,2.018,1.49
2,17,minor_triad__first__piano,minor_triad,first,piano,2.327,3.314,2.679,2.842,3.108,2.993,1.967,2.121,2.606
2,18,major_seventh__root__strings,major_seventh,root,strings,3.012,3.254,3.154,2.844,3.188,2.591,1.738,1.939,2.318
2,19,minor_seventh__third__piano,minor_seventh,third,piano,2.787,3.018,3.499,2.855,2.49,3.149,1.692,2.843,3.105
2,20,augmented_triad__root__piano,augmented_triad,root,piano,1.384,3.078,2.543,1.761,2.762,4.011,1.0,1.0,1.508
2,21,minor_triad__root__strings,minor_triad,root,strings,2.512,2.77,2.431,3.298,3.113,2.153,2.353,2.885,1.903
2,22,dominant_seventh__root__piano,dominant_seventh,root,piano,2.537,2.995,3.629,2.713,2.577,3.638,2.036,3.018,2.441
2,23,major_triad__first__strings,major_triad,first,strings,4.467,3.276,3.765,2.496,1.0,2.686,3.188,2.118,2.757
2,24,major_seventh__third__strings,major_seventh,third,strings,2.875,3.068,2.721,3.53,3.171,3.852,1.304,2.899,2.8
2,25,major_triad__root__piano,major_triad,root,piano,4.167,2.831,3.083,2.309,1.373,2.965,4.33,1.836,1.745
2,26,diminished_triad__root__strings,diminished_triad,root,strings,1.784,3.724,3.103,2.064,2.827,3.914,1.799,1.662,1.506
2,27,major_triad__second__piano,major_triad,second,piano,3.543,2.561,3.156,1.7,1.226,2.048,3.582,1.276,2.365
2,28,minor_seventh__root__strings,minor_seventh,root,strings,2.624,2.585,2.611,3.164,2.859,4.071,2.62,2.596,3.305
3,1,dominant_seventh__root__strings,dominant_seventh,root,strings,3.278,3.945,3.511,3.07,2.762,2.76,2.006,1.921,2.471
3,2,dominant_seventh__root__piano,dominant_seventh,root,piano,2.818,4.496,3.158,3.239,3.025,4.001,2.762,2.176,2.965
3,3,dominant_seventh__third__piano,dominant_seventh,third,piano,2.764,4.064,2.417,2.783,2.708,3.429,3.412,2.842,2.886
3,4,major_seventh__third__strings,major_seventh,third,strings,2.776,4.001,3.113,3.719,2.79,3.352,2.516,2.964,3.24
3,5,augmented_triad__root__strings,augmented_triad,root,strings,2.204,4.318,3.057,1.416,2.516,3.22,1.369,2.493,2.09
3,6,minor_seventh__root__piano,minor_seventh,root,piano,2.592,3.348,2.592,2.309,3.478,2.654,2.586,2.44,2.397
3,7,major_triad__second__piano,major_triad,second,piano,4.302,2.734,3.168,2.181,1.158,2.83,3.633,1.772,2.679
3,8,major_seventh__root__strings,major_seventh,root,strings,3.477,3.283,3.146,2.646,3.219,3.973,1.39,2.557,2.636
3,9,major_triad__root__strings,major_triad,root,strings,3.849,2.323,2.96,1.847,1.673,2.347,3.389,1.938,3.333
3,10,minor_seventh__third__piano,minor_seventh,third,piano,2.946,3.432,2.803,2.716,2.553,3.169,2.022,3.102,2.908
3,11,major_seventh__third__piano,major_seventh,third,piano,3.464,3.599,3.663,3.108,2.599,3.764,2.424,2.816,2.907
3,12,major_triad__first__piano,major_triad,first,piano,5.0,3.277,2.954,1.976,2.064,1.892,4.328,1.855,2.409
3,13,minor_triad__root__piano,minor_triad,root,piano,2.222,4.109,2.332,2.358,3.091,2.589,2.349,1.998,2.117
3,14,minor_triad__second__piano,minor_triad,second,piano,1.712,4.193,3.177,3.085,3.575,2.112,2.62,2.926,1.851
3,15,diminished_triad__root__strings,diminished_triad,root,strings,2.587,3.946,3.138,1.83,3.001,3.368,1.873,2.243,2.172
3,16,minor_seventh__third__strings,minor_seventh,third,strings,2.731,3.773,3.103,3.544,3.207,3.607,2.211,1.838,3.166
3,17,dominant_seventh__third__strings,dominant_seventh,third,strings,3.037,4.359,2.604,3.269,3.009,3.129,2.043,2.727,3.539
3,18,major_seventh__root__piano,major_seventh,root,piano,3.292,3.325,3.127,2.283,2.408,3.185,2.243,2.929,2.238
3,19,major_triad__root__piano,major_triad,root,piano,4.14,3.505,3.02,2.242,1.433,2.512,3.283,2.004,2.492
3,20,major_triad__first__strings,major_triad,first,strings,4.54,2.993,3.143,1.0,1.764,2.467,4.184,2.411,2.66
3,21,major_triad__second__strings,major_triad,second,strings,5.0,3.397,3.144,2.328,1.898,1.931,3.011,1.771,2.829
3,22,minor_triad__first__piano,minor_triad,first,piano,2.902,3.815,2.71,2.448,3.726,2.415,2.034,2.881,2.45
3,23,minor_triad__first__strings,minor_triad,first,strings,2.416,3.329,3.448,3.047,3.796,2.789,1.202,2.141,2.491
3,24,minor_seventh__root__strings,minor_seventh,root,strings,2.832,3.65,2.468,2.639,3.156,3.642,1.785,2.751,2.476
3,25,diminished_triad__root__piano,diminished_triad,root,piano,1.457,4.213,3.241,1.0,2.745,3.028,1.17,1.387,2.597
3,26,minor_triad__second__strings,minor_triad,second,strings,1.701,3.056,3.394,3.106,3.896,2.762,2.023,2.236,2.949
3,27,minor_triad__root__strings,minor_triad,root,strings,1.717,3.599,1.922,2.045,3.586,3.271,2.218,2.461,3.098
3,28,augmented_triad__root__piano,augmented_triad,root,piano,2.049,4.092,3.677,1.22,3.855,3.587,1.642,1.373,2.077
4,1,dominant_seventh__root__piano,dominant_seventh,root,piano,3.053,3.361,3.297,2.457,2.641,2.917,1.879,2.365,2.092
4,2,minor_triad__root__piano,minor_triad,root,piano,2.502,2.567,2.893,2.336,2.652,3.744,1.871,2.196,2.951
4,3,minor_triad__second__strings,minor_triad,second,strings,3.081,2.896,2.53,2.884,3.558,3.135,2.149,2.749,3.664
4,4,augmented_triad__root__strings,augmented_triad,root,strings,3.021,3.922,3.54,2.413,2.988,3.775,1.415,1.573,1.62
4,5,major_seventh__third__piano,major_seventh,third,piano,2.982,3.368,3.359,3.039,2.15,3.55,2.083,2.427,3.653
4,6,minor_seventh__third__piano,minor_seventh,third,piano,2.436,2.53,3.72,2.739,2.0,2.717,2.011,1.969,2.87
4,7,minor_triad__second__piano,minor_triad,second,piano,2.819,3.597,2.748,2.988,2.659,4.2,1.479,2.07,2.742
4,8,major_triad__second__piano,major_triad,second,piano,4.557,3.111,3.472,1.931,1.985,2.355,3.639,1.774,2.96
4,9,diminished_triad__root__piano,diminished_triad,root,piano,2.554,3.625,3.118,1.775,2.546,3.176,1.33,1.156,1.18
4,10,major_seventh__root__piano,major_seventh,root,piano,3.489,2.634,3.28,2.294,2.315,2.724,2.601,1.947,2.472
4,11,major_triad__first__piano,major_triad,first,piano,4.323,2.167,4.203,1.348,1.523,1.361,3.906,1.278,2.664
4,12,dominant_seventh__third__piano,dominant_seventh,third,piano,2.633,3.547,2.643,2.542,2.294,3.988,2.393,2.512,3.38
4,13,augmented_triad__root__piano,augmented_triad,root,piano,2.114,3.988,3.807,2.812,2.323,4.034,1.591,1.199,2.067
4,14,minor_triad__first__piano,minor_triad,first,piano,2.315,2.874,3.807,3.05,3.556,3.13,1.884,1.71,1.808
4,15,major_seventh__third__strings,major_seventh,third,strings,2.692,3.978,2.597,3.364,2.981,2.716,2.07,2.044,3.136
4,16,major_seventh__root__strings,major_seventh,root,strings,2.674,3.786,3.03,3.699,2.105,3.38,1.503,3.689,2.953
4,17,dominant_seventh__third__strings,dominant_seventh,third,strings,3.212,3.698,2.79,3.209,2.386,3.789,1.965,2.537,3.401
4,18,major_triad__root__strings,major_triad,root,strings,3.707,2.472,2.743,2.35,1.921,2.306,3.265,2.111,2.72
4,19,minor_seventh__third__strings,minor_seventh,third,strings,3.396,2.45,2.71,3.287,3.113,3.899,2.043,2.661,2.574
4,20,major_triad__second__strings,major_triad,second,strings,4.215,2.903,3.099,2.485,1.0,2.307,3.528,1.972,2.744
4,21,diminished_triad__root__strings,diminished_triad,root,strings,1.98,3.448,3.039,2.128,3.028,3.812,1.343,1.419,2.697
4,22,dominant_seventh__root__strings,dominant_seventh,root,strings,2.746,3.287,3.176,2.866,1.886,3.417,1.634,2.799,2.41
4,23,major_triad__root__piano,major_triad,root,piano,5.0,2.713,3.203,1.844,1.0,2.213,3.409,2.765,2.922
4,24,minor_triad__root__strings,minor_triad,root,strings,2.369,2.777,3.467,3.259,3.543,2.698,1.266,3.107,3.166
4,25,minor_seventh__root__piano,minor_seventh,root,piano,2.509,2.864,2.67,3.237,2.237,2.615,2.91,2.472,3.256
4,26,major_triad__first__strings,major_triad,first,strings,4.685,2.794,2.512,1.361,1.697,2.708,3.506,2.805,2.719
4,27,minor_triad__first__strings,minor_triad,first,strings,2.275,3.557,3.281,3.148,2.389,3.628,1.546,2.758,2.366
4,28,minor_seventh__root__strings,minor_seventh,root,strings,3.935,3.066,2.42,2.211,3.038,2.506,1.999,3.047,2.552
5,1,augmented_triad__root__strings,augmented_triad,root,strings,2.574,4.037,3.304,1.793,3.124,4.763,1.0,2.41,1.496
5,2,major_triad__second__strings,major_triad,second,strings,4.326,2.135,2.564,2.233,2.207,2.793,4.204,2.247,2.436
5,3,major_seventh__root__piano,major_seventh,root,piano,3.596,3.35,2.264,3.61,2.995,3.534,2.249,2.192,3.326
5,4,major_seventh__third__strings,major_seventh,third,strings,2.968,4.018,2.6,3.232,3.489,3.551,2.198,3.205,3.271
5,5,major_triad__first__piano,major_triad,first,piano,4.123,3.355,2.463,1.927,1.489,1.873,3.404,2.022,2.524
5,6,diminished_triad__root__strings,diminished_triad,root,strings,2.187,3.662,2.85,2.297,3.639,3.215,1.065,1.884,1.479
5,7,major_triad__second__piano,major_triad,second,piano,4.34,3.074,2.903,1.878,2.08,2.108,3.96,1.684,3.426
5,8,major_triad__first__strings,major_triad,first,strings,4.329,2.848,2.585,2.625,2.339,2.698,3.336,2.499,1.957
5,9,major_seventh__third__piano,major_seventh,third,piano,2.532,3.842,3.273,2.993,2.62,3.974,2.534,2.956,3.346
5,10,minor_seventh__root__piano,minor_seventh,root,piano,3.027,2.629,2.893,2.766,2.712,3.092,2.283,3.221,2.464
5,11,minor_seventh__root__strings,minor_seventh,root,strings,3.265,2.74,2.592,2.623,3.013,3.304,2.309,2.765,3.666
5,12,minor_triad__first__strings,minor_triad,first,strings,2.414,3.963,2.693,3.721,3.819,2.51,2.63,2.283,2.703
5,13,augmented_triad__root__piano,augmented_triad,root,piano,2.616,4.549,2.887,2.419,2.498,3.531,1.916,1.992,1.984
5,14,minor_triad__root__strings,minor_triad,root,strings,2.76,3.3,2.458,3.723,4.253,2.561,2.295,2.469,2.731
5,15,minor_seventh__third__piano,minor_seventh,third,piano,2.834,3.411,2.942,2.764,2.014,3.534,2.665,2.892,3.372
5,16,major_triad__root__strings,major_triad,root,strings,4.318,3.011,3.024,1.821,1.605,1.468,3.038,1.998,2.32
5,17,dominant_seventh__third__strings,dominant_seventh,third,strings,1.999,3.493,2.442,2.367,2.969,3.909,2.942,2.639,3.071
5,18,major_triad__root__piano,major_triad,root,piano,5.0,2.263,3.214,1.701,1.865,2.098,3.728,1.972,2.488
5,19,major_seventh__root__strings,major_seventh,root,strings,2.787,3.746,3.176,3.514,2.908,2.379,2.004,3.182,2.403
5,20,dominant_seventh__third__piano,dominant_seventh,third,piano,3.448,3.863,2.915,2.203,3.055,2.865,2.502,1.842,2.741
5,21,minor_triad__second__piano,minor_triad,second,piano,2.993,3.384,2.495,2.508,3.499,2.885,3.053,3.012,2.596
5,22,minor_seventh__third__strings,minor_seventh,third,strings,3.171,3.597,3.004,3.248,3.446,2.99,1.662,1.834,2.185
5,23,diminished_triad__root__piano,diminished_triad,root,piano,1.858,3.611,3.068,2.51,2.525,2.587,1.826,1.748,1.747
5,24,minor_triad__first__piano,minor_triad,first,piano,2.588,2.058,2.327,2.993,3.626,3.329,2.58,2.233,1.949
5,25,dominant_seventh__root__strings,dominant_seventh,root,strings,2.823,3.857,3.493,4.248,3.885,3.911,2.427,2.177,2.563
5,26,minor_triad__second__strings,minor_triad,second,strings,2.009,3.47,2.721,2.848,3.754,2.621,1.497,2.824,2.754
5,27,minor_triad__root__piano,minor_triad,root,piano,2.784,3.756,3.224,2.836,3.026,2.026,2.325,2.318,3.079
5,28,dominant_seventh__root__piano,dominant_seventh,root,piano,2.819,3.797,2.782,2.513,3.171,3.338,2.48,2.274,3.794
6,1,major_seventh__root__piano,major_seventh,root,piano,2.745,2.89,2.433,2.715,2.402,2.531,1.737,1.878,2.826
6,2,diminished_triad__root__strings,diminished_triad,root,strings,1.341,3.048,2.86,2.562,3.745,3.666,1.725,1.835,2.221
6,3,major_triad__first__strings,major_triad,first,strings,3.949,2.735,2.249,1.776,1.496,1.724,3.632,2.16,2.141
6,4,diminished_triad__root__piano,diminished_triad,root,piano,2.16,3.795,3.666,1.677,2.902,3.558,2.039,2.061,1.861
6,5,major_triad__root__strings,major_triad,root,strings,4.903,2.566,2.493,2.984,1.753,2.173,3.687,1.547,2.903
6,6,minor_seventh__root__piano,minor_seventh,root,piano,2.311,2.556,2.089,2.663,2.899,3.311,2.755,2.16,2.505
6,7,minor_triad__root__piano,minor_triad,root,piano,2.779,2.534,2.543,2.485,3.328,1.782,1.724,1.961,2.301
6,8,major_triad__second__strings,major_triad,second,strings,3.215,3.281,3.028,2.13,1.506,2.211,4.5,1.892,2.626
6,9,minor_triad__root__strings,minor_triad,root,strings,3.008,3.388,2.493,2.308,3.873,2.179,1.619,2.53,2.202
6,10,dominant_seventh__root__strings,dominant_seventh,root,strings,2.31,3.775,3.303,3.08,2.794,3.431,2.716,2.374,1.952
6,11,dominant_seventh__third__strings,dominant_seventh,third,strings,3.086,2.787,3.041,2.531,2.455,4.098,2.823,2.091,2.269
6,12,major_seventh__third__piano,major_seventh,third,piano,2.625,3.886,2.16,2.199,2.372,3.186,2.161,1.416,3.195
6,13,major_seventh__root__strings,major_seventh,root,strings,2.334,3.044,2.953,3.013,2.271,3.33,2.026,2.758,3.094
6,14,minor_triad__first__strings,minor_triad,first,strings,3.417,3.604,3.112,2.978,3.593,2.539,1.952,2.259,2.482
6,15,augmented_triad__root__strings,augmented_triad,root,strings,1.0,4.305,2.741,2.785,2.758,3.433,1.071,1.897,1.32
6,16,minor_triad__second__piano,minor_triad,second,piano,2.017,3.034,2.687,2.562,2.739,1.869,2.328,2.239,1.803
6,17,major_triad__root__piano,major_triad,root,piano,3.727,2.734,2.153,1.559,1.0,1.756,3.571,1.316,2.683
6,18,minor_seventh__third__piano,minor_seventh,third,piano,2.835,3.168,2.513,2.957,2.362,3.345,2.309,2.518,2.2
6,19,minor_triad__first__piano,minor_triad,first,piano,1.96,3.271,2.077,2.714,3.162,2.726,2.835,1.056,2.66
6,20,dominant_seventh__third__piano,dominant_seventh,third,piano,2.686,4.235,2.252,1.833,2.032,3.281,2.982,1.549,2.446
6,21,augmented_triad__root__piano,augmented_triad,root,piano,1.88,4.126,3.029,1.52,2.737,3.956,1.848,1.214,1.733
6,22,dominant_seventh__root__piano,dominant_seventh,root,piano,2.96,2.71,2.386,2.346,2.187,3.973,2.608,1.689,1.739
6,23,major_seventh__third__strings,major_seventh,third,strings,3.546,3.637,1.836,2.893,2.243,3.702,1.991,2.396,2.446
6,24,minor_triad__second__strings,minor_triad,second,strings,1.0,3.402,2.35,2.866,3.268,2.618,1.539,2.187,2.35
6,25,minor_seventh__root__strings,minor_seventh,root,strings,3.089,3.412,2.237,2.548,3.781,2.902,2.84,3.623,2.842
6,26,major_triad__second__piano,major_triad,second,piano,3.559,2.185,2.842,1.991,1.0,1.725,3.729,1.339,2.792
6,27,minor_seventh__third__strings,minor_seventh,third,strings,2.398,3.419,2.489,3.299,2.975,3.08,2.207,2.317,2.648
6,28,major_triad__first__piano,major_triad,first,piano,3.33,3.587,2.888,1.559,1.0,1.891,3.752,2.42,2.745
7,1,augmented_triad__root__strings,augmented_triad,root,strings,2.02,4.046,3.809,2.08,3.448,4.12,1.713,2.413,1.697
7,2,minor_triad__first__piano,minor_triad,first,piano,3.534,3.022,2.986,2.29,2.982,2.366,2.449,2.203,3.309
7,3,major_triad__first__piano,major_triad,first,piano,3.863,2.709,2.78,2.206,1.135,1.807,3.889,1.774,2.729
7,4,minor_triad__root__piano,minor_triad,root,piano,2.528,3.392,4.025,2.696,2.886,1.954,3.099,2.828,2.077
7,5,minor_seventh__third__strings,minor_seventh,third,strings,2.911,3.337,2.715,3.119,3.302,3.253,2.353,2.824,2.876
7,6,dominant_seventh__third__strings,dominant_seventh,third,strings,2.033,3.413,4.73,2.477,2.599,3.593,2.89,2.813,3.133
7,7,major_triad__second__strings,major_triad,second,strings,4.133,2.843,3.697,1.808,1.444,2.284,3.496,3.421,2.413
7,8,major_seventh__root__piano,major_seventh,root,piano,3.835,3.128,2.67,2.728,2.651,4.05,1.966,3.524,2.052
7,9,augmented_triad__root__piano,augmented_triad,root,piano,1.347,4.461,4.568,2.016,2.381,3.995,2.364,2.645,2.333
7,10,minor_seventh__root__strings,minor_seventh,root,strings,3.522,3.341,2.828,3.346,3.406,3.659,1.119,2.762,3.525
7,11,minor_triad__root__strings,minor_triad,root,strings,2.309,3.822,2.759,3.125,2.655,3.284,2.189,2.522,2.299
7,12,minor_seventh__third__piano,minor_seventh,third,piano,2.875,2.877,2.908,3.25,2.787,3.118,2.895,3.082,2.234
7,13,minor_triad__first__strings,minor_triad,first,strings,2.082,3.439,2.894,3.013,3.465,2.536,1.793,1.891,3.007
7,14,dominant_seventh__root__piano,dominant_seventh,root,piano,2.97,3.552,4.35,2.4,1.733,4.15,3.163,2.315,3.391
7,15,minor_triad__second__strings,minor_triad,second,strings,2.52,3.286,3.702,2.785,3.149,2.893,1.949,3.562,2.483
7,16,major_triad__root__strings,major_triad,root,strings,3.361,2.465,3.086,1.999,1.415,1.973,3.812,2.16,3.059
7,17,major_triad__root__piano,major_triad,root,piano,4.136,2.646,3.229,1.721,1.631,2.016,4.238,2.136,2.826
7,18,minor_triad__second__piano,minor_triad,second,piano,2.688,4.174,3.366,2.099,3.294,3.461,2.179,1.878,2.516
7,19,dominant_seventh__third__piano,dominant_seventh,third,piano,2.601,4.209,3.609,2.251,2.91,3.787,1.911,2.273,2.365
7,20,major_triad__second__piano,major_triad,second,piano,4.481,2.536,3.567,1.588,1.264,2.207,4.321,1.803,3.279
7,21,dominant_seventh__root__strings,dominant_seventh,root,strings,3.11,3.692,3.281,2.575,2.723,3.424,2.239,2.79,2.248
7,22,minor_seventh__root__piano,minor_seventh,root,piano,2.967,2.897,2.813,2.645,2.302,2.781,2.172,3.102,2.53
7,23,major_seventh__third__piano,major_seventh,third,piano,2.87,2.703,3.349,2.543,1.942,3.498,2.57,3.097,2.715
7,24,major_triad__first__strings,major_triad,first,strings,3.741,3.461,2.685,2.002,1.854,2.594,3.688,2.615,2.51
7,25,major_seventh__root__strings,major_seventh,root,strings,3.096,3.243,3.47,3.914,2.215,2.214,2.263,3.964,2.493
7,26,diminished_triad__root__strings,diminished_triad,root,strings,2.692,3.981,3.989,1.94,3.953,3.577,2.325,3.438,2.862
7,27,diminished_triad__root__piano,diminished_triad,root,piano,2.64,3.148,3.9,2.124,2.862,3.458,1.52,3.158,2.132
7,28,major_seventh__third__strings,major_seventh,third,strings,2.891,3.308,3.615,3.352,2.44,3.331,2.365,3.052,3.919
8,1,diminished_triad__root__piano,diminished_triad,root,piano,2.083,4.043,2.587,2.0,3.153,3.486,1.755,2.012,2.208
8,2,major_triad__first__strings,major_triad,first,strings,4.274,3.219,2.418,2.091,1.986,2.426,3.511,2.645,2.794
8,3,major_seventh__root__strings,major_seventh,root,strings,2.724,2.649,1.684,3.817,2.506,3.328,2.754,3.122,3.037
8,4,major_triad__root__strings,major_triad,root,strings,3.934,2.454,2.455,2.521,2.423,2.828,2.981,2.248,2.541
8,5,major_triad__second__piano,major_triad,second,piano,4.582,3.695,2.669,1.647,1.865,2.839,4.15,2.193,2.559
8,6,major_triad__second__strings,major_triad,second,strings,3.86,2.905,2.746,2.1,2.366,2.91,3.769,1.763,3.238
8,7,major_seventh__third__strings,major_seventh,third,strings,3.329,2.299,2.074,2.336,2.69,2.978,1.444,3.133,3.368
8,8,minor_seventh__root__strings,minor_seventh,root,strings,2.797,2.638,2.737,2.722,3.038,3.496,1.967,2.729,2.783
8,9,minor_triad__second__strings,minor_triad,second,strings,2.919,3.559,2.267,2.437,4.015,3.169,2.348,2.795,2.286
8,10,major_triad__root__piano,major_triad,root,piano,3.845,2.926,1.599,1.796,1.182,2.686,3.593,2.194,2.734
8,11,minor_seventh__third__piano,minor_seventh,third,piano,3.395,3.682,2.022,3.181,2.797,3.455,2.285,2.852,2.622
8,12,augmented_triad__root__piano,augmented_triad,root,piano,1.723,3.762,3.035,2.571,2.719,4.276,1.009,1.81,2.218
8,13,minor_triad__root__piano,minor_triad,root,piano,3.089,3.128,3.173,2.751,3.416,2.342,2.09,2.385,2.246
8,14,dominant_seventh__third__strings,dominant_seventh,third,strings,3.19,3.378,2.105,2.59,3.291,3.801,2.874,2.901,2.516
8,15,minor_seventh__third__strings,minor_seventh,third,strings,2.009,3.309,2.346,3.576,3.81,3.531,1.779,2.653,2.715
8,16,augmented_triad__root__strings,augmented_triad,root,strings,2.066,3.891,2.812,3.1,2.795,2.724,1.271,1.948,1.238
8,17,minor_triad__second__piano,minor_triad,second,piano,3.243,3.521,2.917,3.088,3.797,3.042,1.766,2.576,2.847
8,18,major_seventh__third__piano,major_seventh,third,piano,2.47,2.96,2.043,2.606,1.955,3.229,2.008,2.708,2.312
8,19,dominant_seventh__third__piano,dominant_seventh,third,piano,2.34,3.823,2.997,3.258,3.096,3.74,2.932,1.689,3.064
8,20,dominant_seventh__root__piano,dominant_seventh,root,piano,2.667,2.443,3.153,2.407,3.077,3.76,3.06,2.64,2.89
8,21,minor_seventh__root__piano,minor_seventh,root,piano,2.216,2.741,1.482,2.808,2.387,3.681,1.964,2.65,3.135
8,22,diminished_triad__root__strings,diminished_triad,root,strings,1.752,3.959,1.609,1.988,3.862,4.756,1.0,2.858,2.486
8,23,minor_triad__first__strings,minor_triad,first,strings,2.529,2.83,2.269,2.946,3.998,2.417,1.903,2.476,2.267
8,24,minor_triad__first__piano,minor_triad,first,piano,3.007,3.385,1.42,2.69,3.494,3.317,2.142,2.561,2.268
