vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},11,2026-06-15 09:30:18,False,,,Response,1,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},12,2026-06-15 09:30:18,False,,,Response,1,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},13,2026-06-15 09:30:18,False,,,Response,1,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},14,2026-06-15 09:30:18,False,,,Response,2,choose_network,A,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},15,2026-06-15 09:30:18,False,,,Response,2,color_trial,159,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [125, 212, 146]}",Response,_Response
{},16,2026-06-15 09:30:18,False,,,Response,2,color_trial,232,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [135, 190, 38]}",Response,_Response
{},17,2026-06-15 09:30:19,False,,,Response,2,color_trial,248,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [148, 149, 176]}",Response,_Response
{},18,2026-06-15 09:30:19,False,,,Response,2,color_trial,9,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [205, 194, 146]}",Response,_Response
{},19,2026-06-15 09:30:19,False,,,Response,2,color_trial,105,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [125, 212, 146]}",Response,_Response
{},20,2026-06-15 09:30:19,False,,,Response,2,color_trial,168,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [205, 194, 146]}",Response,_Response
{},21,2026-06-15 09:30:19,False,,,Response,2,color_trial,129,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [135, 190, 38]}",Response,_Response
{},22,2026-06-15 09:30:19,False,,,Response,2,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},23,2026-06-15 09:30:19,False,,,Response,2,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},24,2026-06-15 09:30:20,False,,,Response,2,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},25,2026-06-15 09:30:20,False,,,Response,2,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},26,2026-06-15 09:30:20,False,,,Response,2,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},27,2026-06-15 09:30:20,False,,,Response,3,choose_network,B,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},28,2026-06-15 09:30:20,False,,,Response,3,color_trial,202,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [233, 143, 184]}",Response,_Response
{},29,2026-06-15 09:30:20,False,,,Response,3,color_trial,46,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [25, 101, 33]}",Response,_Response
{},30,2026-06-15 09:30:21,False,,,Response,3,color_trial,77,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [216, 122, 30]}",Response,_Response
{},31,2026-06-15 09:30:21,False,,,Response,3,color_trial,208,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [115, 76, 206]}",Response,_Response
{},32,2026-06-15 09:30:21,False,,,Response,3,color_trial,39,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [25, 101, 33]}",Response,_Response
{},33,2026-06-15 09:30:21,False,,,Response,3,color_trial,235,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [233, 143, 184]}",Response,_Response
{},34,2026-06-15 09:30:21,False,,,Response,3,color_trial,36,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [216, 122, 30]}",Response,_Response
{},35,2026-06-15 09:30:22,False,,,Response,3,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},36,2026-06-15 09:30:22,False,,,Response,3,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},37,2026-06-15 09:30:22,False,,,Response,3,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},38,2026-06-15 09:30:22,False,,,Response,3,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},39,2026-06-15 09:30:22,False,,,Response,3,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},40,2026-06-15 09:30:22,False,,,Response,4,choose_network,A,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},41,2026-06-15 09:30:22,False,,,Response,4,color_trial,140,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [205, 127, 146]}",Response,_Response
{},42,2026-06-15 09:30:23,False,,,Response,4,color_trial,161,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [135, 174, 38]}",Response,_Response
{},43,2026-06-15 09:30:23,False,,,Response,4,color_trial,255,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [125, 252, 146]}",Response,_Response
{},44,2026-06-15 09:30:23,False,,,Response,4,color_trial,0,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [148, 37, 176]}",Response,_Response
{},45,2026-06-15 09:30:23,False,,,Response,4,color_trial,72,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [148, 37, 176]}",Response,_Response
{},46,2026-06-15 09:30:23,False,,,Response,4,color_trial,255,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [125, 252, 146]}",Response,_Response
{},47,2026-06-15 09:30:23,False,,,Response,4,color_trial,126,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [205, 127, 146]}",Response,_Response
{},48,2026-06-15 09:30:23,False,,,Response,4,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},49,2026-06-15 09:30:24,False,,,Response,4,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},50,2026-06-15 09:30:24,False,,,Response,4,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},51,2026-06-15 09:30:24,False,,,Response,4,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},52,2026-06-15 09:30:24,False,,,Response,4,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},53,2026-06-15 09:30:24,False,,,Response,5,choose_network,B,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},54,2026-06-15 09:30:24,False,,,Response,5,color_trial,182,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [148, 76, 188]}",Response,_Response
{},55,2026-06-15 09:30:24,False,,,Response,5,color_trial,159,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [25, 75.5, 102]}",Response,_Response
{},56,2026-06-15 09:30:25,False,,,Response,5,color_trial,85,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [67, 122, 122.5]}",Response,_Response
{},57,2026-06-15 09:30:25,False,,,Response,5,color_trial,100,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [254, 143, 208]}",Response,_Response
{},58,2026-06-15 09:30:25,False,,,Response,5,color_trial,148,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [25, 75.5, 102]}",Response,_Response
{},59,2026-06-15 09:30:25,False,,,Response,5,color_trial,3,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [148, 76, 188]}",Response,_Response
{},60,2026-06-15 09:30:25,False,,,Response,5,color_trial,128,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [254, 143, 208]}",Response,_Response
{},61,2026-06-15 09:30:25,False,,,Response,5,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},62,2026-06-15 09:30:26,False,,,Response,5,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},63,2026-06-15 09:30:26,False,,,Response,5,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},64,2026-06-15 09:30:26,False,,,Response,5,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},65,2026-06-15 09:30:26,False,,,Response,5,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},66,2026-06-15 09:30:26,False,,,Response,6,choose_network,A,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},67,2026-06-15 09:30:26,False,,,Response,6,color_trial,125,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [125, 207, 81]}",Response,_Response
{},68,2026-06-15 09:30:26,False,,,Response,6,color_trial,168,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [135, 196.5, 2]}",Response,_Response
{},69,2026-06-15 09:30:27,False,,,Response,6,color_trial,130,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [205, 74.5, 124]}",Response,_Response
{},70,2026-06-15 09:30:27,False,,,Response,6,color_trial,124,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [148, 124, 46]}",Response,_Response
{},71,2026-06-15 09:30:27,False,,,Response,6,color_trial,20,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [148, 124, 46]}",Response,_Response
{},72,2026-06-15 09:30:27,False,,,Response,6,color_trial,199,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [125, 207, 81]}",Response,_Response
{},73,2026-06-15 09:30:27,False,,,Response,6,color_trial,183,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [135, 196.5, 2]}",Response,_Response
{},74,2026-06-15 09:30:27,False,,,Response,6,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},75,2026-06-15 09:30:28,False,,,Response,6,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},76,2026-06-15 09:30:28,False,,,Response,6,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},77,2026-06-15 09:30:28,False,,,Response,6,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},78,2026-06-15 09:30:28,False,,,Response,6,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},79,2026-06-15 09:30:28,False,,,Response,7,choose_network,B,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},80,2026-06-15 09:30:28,False,,,Response,7,color_trial,26,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [25, 75.5, 166]}",Response,_Response
{},81,2026-06-15 09:30:28,False,,,Response,7,color_trial,152,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [213, 143, 208]}",Response,_Response
{},82,2026-06-15 09:30:29,False,,,Response,7,color_trial,29,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [73, 76, 188]}",Response,_Response
{},83,2026-06-15 09:30:29,False,,,Response,7,color_trial,159,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [168, 122, 122.5]}",Response,_Response
{},84,2026-06-15 09:30:29,False,,,Response,7,color_trial,0,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [25, 75.5, 166]}",Response,_Response
{},85,2026-06-15 09:30:29,False,,,Response,7,color_trial,233,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [73, 76, 188]}",Response,_Response
{},86,2026-06-15 09:30:29,False,,,Response,7,color_trial,65,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [213, 143, 208]}",Response,_Response
{},87,2026-06-15 09:30:29,False,,,Response,7,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},88,2026-06-15 09:30:30,False,,,Response,7,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},89,2026-06-15 09:30:30,False,,,Response,7,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},90,2026-06-15 09:30:30,False,,,Response,7,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},91,2026-06-15 09:30:30,False,,,Response,7,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},92,2026-06-15 09:30:30,False,,,Response,8,choose_network,A,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},93,2026-06-15 09:30:30,False,,,Response,8,color_trial,194,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [135, 196.5, 33]}",Response,_Response
{},94,2026-06-15 09:30:30,False,,,Response,8,color_trial,89,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [125, 207, 29]}",Response,_Response
{},95,2026-06-15 09:30:31,False,,,Response,8,color_trial,46,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [148, 124, 86]}",Response,_Response
{},96,2026-06-15 09:30:31,False,,,Response,8,color_trial,26,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [205, 74.5, 130]}",Response,_Response
{},97,2026-06-15 09:30:31,False,,,Response,8,color_trial,7,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [135, 196.5, 33]}",Response,_Response
{},98,2026-06-15 09:30:31,False,,,Response,8,color_trial,143,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [148, 124, 86]}",Response,_Response
{},99,2026-06-15 09:30:31,False,,,Response,8,color_trial,237,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 2, ""active_channel"": ""blue"", ""starting_values"": [125, 207, 29]}",Response,_Response
{},100,2026-06-15 09:30:31,False,,,Response,8,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},101,2026-06-15 09:30:32,False,,,Response,8,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},102,2026-06-15 09:30:32,False,,,Response,8,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},103,2026-06-15 09:30:32,False,,,Response,8,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},104,2026-06-15 09:30:32,False,,,Response,8,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},105,2026-06-15 09:30:32,False,,,Response,9,choose_network,B,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},106,2026-06-15 09:30:32,False,,,Response,9,color_trial,136,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [122, 127, 122.5]}",Response,_Response
{},107,2026-06-15 09:30:32,False,,,Response,9,color_trial,182,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [126, 155, 208]}",Response,_Response
{},108,2026-06-15 09:30:33,False,,,Response,9,color_trial,249,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [253, 75.5, 92.5]}",Response,_Response
{},109,2026-06-15 09:30:33,False,,,Response,9,color_trial,246,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [105.5, 207, 188]}",Response,_Response
{},110,2026-06-15 09:30:33,False,,,Response,9,color_trial,179,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [105.5, 207, 188]}",Response,_Response
{},111,2026-06-15 09:30:33,False,,,Response,9,color_trial,169,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 1, ""active_channel"": ""green"", ""starting_values"": [126, 155, 208]}",Response,_Response
{},112,2026-06-15 09:30:33,False,,,Response,9,color_trial,255,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [253, 75.5, 92.5]}",Response,_Response
{},113,2026-06-15 09:30:33,False,,,Response,9,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
