parent,vars,id,creation_time,psynet_version,deployment_id,deposited,inherited,inherited_from,module_id,local_key,key_within_module,key_within_experiment,export_path,is_global,module_state_id,participant_id,trial_id,node_id,network_id,description,personal,content_id,host_path,url,is_folder,data_type,extension,storage,node_definition,type,input_path,obfuscate,md5_contents,size_mb,deposit_time_sec,class,object_type,file_system_path
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 11}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial__cbee2b5d-d878-47a3-a595-6184caaddd8a.txt""}",11,2026-06-15 09:30:20,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial,gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial,gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial.txt,,,2,11,7,7,,False,c9464c37059d6151e8347ff9327bb7fc,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial__cbee2b5d-d878-47a3-a595-6184caaddd8a.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial__cbee2b5d-d878-47a3-a595-6184caaddd8a.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpouxb9ki4,1,c9464c37059d6151e8347ff9327bb7fc,3.719329833984375e-05,0.002587027000117814,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_11__async_post_trial__cbee2b5d-d878-47a3-a595-6184caaddd8a.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 12}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial__8e2a0e5f-280c-45a4-8a2f-c7c86d988a9e.txt""}",12,2026-06-15 09:30:20,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial,gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial,gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial.txt,,,2,12,3,3,,False,f9ecffcb51ba5dc3f0320977a39291e0,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial__8e2a0e5f-280c-45a4-8a2f-c7c86d988a9e.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial__8e2a0e5f-280c-45a4-8a2f-c7c86d988a9e.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp2p6dh1sy,1,f9ecffcb51ba5dc3f0320977a39291e0,3.719329833984375e-05,0.0019277799983683508,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_3__degree_0__node_3__trial_12__async_post_trial__8e2a0e5f-280c-45a4-8a2f-c7c86d988a9e.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 13}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial__cc9bd041-9c8c-4639-8c66-6f7dbbe35ef7.txt""}",13,2026-06-15 09:30:20,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial,gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial,gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial.txt,,,2,13,7,7,,False,be7e36f9e081801a38f9ba10d2b42b99,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial__cc9bd041-9c8c-4639-8c66-6f7dbbe35ef7.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial__cc9bd041-9c8c-4639-8c66-6f7dbbe35ef7.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpt_ynyjoy,1,be7e36f9e081801a38f9ba10d2b42b99,3.719329833984375e-05,0.0025979559977713507,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_7__degree_0__node_7__trial_13__async_post_trial__cc9bd041-9c8c-4639-8c66-6f7dbbe35ef7.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 14}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial__b1f962e0-b32a-469b-98eb-3021400eb517.txt""}",14,2026-06-15 09:30:20,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial,gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial,gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial.txt,,,2,14,5,5,,False,60e3c963ce0b391835080d493533d29b,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial__b1f962e0-b32a-469b-98eb-3021400eb517.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial__b1f962e0-b32a-469b-98eb-3021400eb517.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp_guz0753,1,60e3c963ce0b391835080d493533d29b,3.719329833984375e-05,0.0025711560010677204,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_2/network_5__degree_0__node_5__trial_14__async_post_trial__b1f962e0-b32a-469b-98eb-3021400eb517.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 15}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial__76a24f2c-91e2-4920-be53-38a06901a98f.txt""}",15,2026-06-15 09:30:21,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial,gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial,gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial.txt,,,3,15,6,6,,False,ccaa7f40d23ab547026dd1ef5d83d97a,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial__76a24f2c-91e2-4920-be53-38a06901a98f.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial__76a24f2c-91e2-4920-be53-38a06901a98f.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp5oktf4xx,1,ccaa7f40d23ab547026dd1ef5d83d97a,3.719329833984375e-05,0.0021141389988770243,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_15__async_post_trial__76a24f2c-91e2-4920-be53-38a06901a98f.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 16}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial__b264d6f4-5ceb-4fa5-8217-57f7777c3733.txt""}",16,2026-06-15 09:30:21,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial,gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial,gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial.txt,,,3,16,8,8,,False,8a5c0775bdf69c0af816b5a5690d89af,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial__b264d6f4-5ceb-4fa5-8217-57f7777c3733.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial__b264d6f4-5ceb-4fa5-8217-57f7777c3733.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp5bq_vbad,1,8a5c0775bdf69c0af816b5a5690d89af,3.719329833984375e-05,0.0022207270012586378,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_16__async_post_trial__b264d6f4-5ceb-4fa5-8217-57f7777c3733.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 17}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial__7fed6332-fb5f-433e-8fd7-674c1b986632.txt""}",17,2026-06-15 09:30:22,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial,gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial,gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial.txt,,,3,17,4,4,,False,6169580e6566e7de65b1b3fd2bf5d286,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial__7fed6332-fb5f-433e-8fd7-674c1b986632.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial__7fed6332-fb5f-433e-8fd7-674c1b986632.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpudonirgd,1,6169580e6566e7de65b1b3fd2bf5d286,3.719329833984375e-05,0.0022955070016905665,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_17__async_post_trial__7fed6332-fb5f-433e-8fd7-674c1b986632.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 18}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial__05fdb560-a77b-4270-a5b7-106b969dc74a.txt""}",18,2026-06-15 09:30:22,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial,gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial,gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial.txt,,,3,18,2,2,,False,2cea5a07cf1ca82afabc60cdc8768060,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial__05fdb560-a77b-4270-a5b7-106b969dc74a.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial__05fdb560-a77b-4270-a5b7-106b969dc74a.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpdecqv6my,1,2cea5a07cf1ca82afabc60cdc8768060,3.719329833984375e-05,0.0019728469997062348,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_2__degree_0__node_2__trial_18__async_post_trial__05fdb560-a77b-4270-a5b7-106b969dc74a.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 19}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial__a2e1d23e-63b4-46ff-b0cc-6ee6212d2192.txt""}",19,2026-06-15 09:30:22,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial,gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial,gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial.txt,,,3,19,8,8,,False,618a50f28e5a762223925119be696a2b,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial__a2e1d23e-63b4-46ff-b0cc-6ee6212d2192.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial__a2e1d23e-63b4-46ff-b0cc-6ee6212d2192.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp2lbv2f80,1,618a50f28e5a762223925119be696a2b,3.719329833984375e-05,0.0022351090010488406,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_8__degree_0__node_8__trial_19__async_post_trial__a2e1d23e-63b4-46ff-b0cc-6ee6212d2192.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 20}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial__a4da838b-7ccd-4482-99fa-785a39df78b2.txt""}",20,2026-06-15 09:30:22,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial,gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial,gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial.txt,,,3,20,6,6,,False,b0dd9e56d2f77ec6e5d788da1e956267,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial__a4da838b-7ccd-4482-99fa-785a39df78b2.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial__a4da838b-7ccd-4482-99fa-785a39df78b2.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpdokk3onj,1,b0dd9e56d2f77ec6e5d788da1e956267,3.719329833984375e-05,0.0025953719996323343,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_6__degree_0__node_6__trial_20__async_post_trial__a4da838b-7ccd-4482-99fa-785a39df78b2.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 21}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial__6ab1223c-c133-4a8a-8ed2-2885aea7b779.txt""}",21,2026-06-15 09:30:22,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial,gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial,gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial.txt,,,3,21,4,4,,False,69b266dba340e4f6e37f5da57d45046e,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial__6ab1223c-c133-4a8a-8ed2-2885aea7b779.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial__6ab1223c-c133-4a8a-8ed2-2885aea7b779.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpu9k0kngo,1,69b266dba340e4f6e37f5da57d45046e,3.719329833984375e-05,0.0022168169998622034,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_3/network_4__degree_0__node_4__trial_21__async_post_trial__6ab1223c-c133-4a8a-8ed2-2885aea7b779.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 22}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial__91cb931e-25f4-4d93-9456-ee0d790fcbe8.txt""}",22,2026-06-15 09:30:23,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial,gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial,gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial.txt,,,4,22,7,7,,False,afe8ccdc342758f9a4f696cf4f9e0a01,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial__91cb931e-25f4-4d93-9456-ee0d790fcbe8.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial__91cb931e-25f4-4d93-9456-ee0d790fcbe8.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpbsipj55x,1,afe8ccdc342758f9a4f696cf4f9e0a01,3.719329833984375e-05,0.0028755349994753487,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_7__degree_0__node_7__trial_22__async_post_trial__91cb931e-25f4-4d93-9456-ee0d790fcbe8.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 23}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial__c13ac063-fc36-469c-abd1-7fd1df1dff83.txt""}",23,2026-06-15 09:30:24,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial,gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial,gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial.txt,,,4,23,5,5,,False,df257717eb840162295eda6338ab2926,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial__c13ac063-fc36-469c-abd1-7fd1df1dff83.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial__c13ac063-fc36-469c-abd1-7fd1df1dff83.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmpjxz6wdil,1,df257717eb840162295eda6338ab2926,3.719329833984375e-05,0.0028612860005523544,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_5__degree_0__node_5__trial_23__async_post_trial__c13ac063-fc36-469c-abd1-7fd1df1dff83.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 24}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial__5f032543-5273-4ade-9bfc-34be662d8552.txt""}",24,2026-06-15 09:30:24,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial,gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial,gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial.txt,,,4,24,3,3,,False,cc5d53b12faa5c23bf4aff0b63e23ed1,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial__5f032543-5273-4ade-9bfc-34be662d8552.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial__5f032543-5273-4ade-9bfc-34be662d8552.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmppxr2x3t3,1,cc5d53b12faa5c23bf4aff0b63e23ed1,3.719329833984375e-05,0.002428100000543054,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_3__degree_0__node_3__trial_24__async_post_trial__5f032543-5273-4ade-9bfc-34be662d8552.txt
"{""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 25}}","{""file_system_path"": ""/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial__235e4a2e-697d-49f6-b086-9d0130cbdbb4.txt""}",25,2026-06-15 09:30:24,13.3.0a0,gibbs-demo__mode=debug__launch=2026-06-15--09-30-11,True,False,,gibbs_demo,async_post_trial,participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial,gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial,gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial.txt,,,4,25,1,1,,False,1bac407142185f3424d227ed7483929d,experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial__235e4a2e-697d-49f6-b086-9d0130cbdbb4.txt,/static/assets/experiments/gibbs-demo__mode%3Ddebug__launch%3D2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial__235e4a2e-697d-49f6-b086-9d0130cbdbb4.txt,False,,.txt,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/home/ubuntu/psynet-data/assets""}",,ExperimentAsset,/tmp/tmp6lq8x798,1,1bac407142185f3424d227ed7483929d,3.719329833984375e-05,0.002513747000193689,ExperimentAsset,Asset,/home/ubuntu/psynet-data/assets/experiments/gibbs-demo__mode=debug__launch=2026-06-15--09-30-11/gibbs_demo/participants/participant_4/network_1__degree_0__node_1__trial_25__async_post_trial__235e4a2e-697d-49f6-b086-9d0130cbdbb4.txt
